segment	fivePrime_1	threePrime_1	fivePrime_2	threePrime_2	counts
M_vRNA	600	622	690	1019	2
NA_vRNA	63	807	953	1230	1
NA_vRNA	76	93	352	1264	1
NA_vRNA	76	93	1326	1336	2
NA_vRNA	78	235	343	1158	1
NA_vRNA	78	235	343	1256	89
NA_vRNA	78	235	1322	1376	62
NA_vRNA	85	1071	1145	1257	263
NA_vRNA	85	1071	1296	1327	216
NA_vRNA	103	511	622	1258	6
NA_vRNA	103	511	1322	1378	3
NA_vRNA	122	1257	1314	1345	2
NA_vRNA	125	499	650	1327	21
NA_vRNA	128	1103	1239	1280	19
NA_vRNA	136	209	402	1116	1
NA_vRNA	149	1130	1280	1326	2
NA_vRNA	166	1240	1305	1327	3
NA_vRNA	186	1186	1284	1349	19
NA_vRNA	187	1130	1225	1350	2
NA_vRNA	188	1257	1296	1327	1
NA_vRNA	188	1257	1296	1345	173
NA_vRNA	195	236	345	1335	8
NA_vRNA	195	1257	1304	1378	3
NA_vRNA	195	1257	1313	1378	1
NA_vRNA	195	1257	1322	1376	1
NA_vRNA	195	1278	1291	1334	1
NA_vRNA	203	455	504	1258	2
NA_vRNA	204	1224	1296	1327	2
NA_vRNA	204	1257	1296	1327	1
NA_vRNA	213	1129	1283	1327	2
NA_vRNA	234	1132	1314	1327	7
NA_vRNA	235	1230	1295	1378	11
NA_vRNA	307	1173	1255	1264	3
NA_vRNA	308	1155	1247	1298	16
NA_vRNA	308	1155	1296	1350	47
NA_vRNA	326	1226	1322	1378	1
NA_vRNA	343	1256	1322	1376	138
NA_vRNA	352	1264	1326	1336	17
NA_vRNA	504	1258	1326	1372	2
NA_vRNA	622	1258	1322	1378	12
NA_vRNA	953	1230	1322	1378	3
NA_vRNA	1145	1257	1296	1327	360
PA_vRNA	39	261	292	2026	1
PA_vRNA	39	261	303	2010	1
PA_vRNA	39	261	320	1988	1
PA_vRNA	59	1960	1975	2089	2
PA_vRNA	65	326	334	1794	1
PA_vRNA	65	326	349	2034	1
PA_vRNA	65	1966	1975	2089	3
PA_vRNA	65	1966	1976	2005	1
PA_vRNA	65	1966	1986	2036	1
PA_vRNA	65	1966	1988	2057	1
PA_vRNA	65	1966	2041	2057	1
PA_vRNA	66	2046	2081	2097	1
PA_vRNA	68	143	233	2103	1
PA_vRNA	68	143	241	2048	1
PA_vRNA	68	143	297	2045	1
PA_vRNA	68	143	298	2158	1
PA_vRNA	72	262	265	2074	1
PA_vRNA	72	262	266	2032	1
PA_vRNA	72	262	267	2038	1
PA_vRNA	72	262	269	2042	1
PA_vRNA	72	262	275	1848	3
PA_vRNA	72	262	275	2042	1
PA_vRNA	72	262	275	2076	1
PA_vRNA	72	262	276	2045	1
PA_vRNA	72	262	276	2053	1
PA_vRNA	72	262	277	2034	18
PA_vRNA	72	262	277	2050	4
PA_vRNA	72	262	277	2070	11
PA_vRNA	72	262	277	2075	1
PA_vRNA	72	262	278	2046	2
PA_vRNA	72	262	280	2050	1
PA_vRNA	72	262	280	2064	1
PA_vRNA	72	262	281	2072	1
PA_vRNA	72	262	281	2074	37
PA_vRNA	72	262	282	1988	1
PA_vRNA	72	262	282	2007	5
PA_vRNA	72	262	282	2068	1
PA_vRNA	72	262	283	1996	3
PA_vRNA	72	262	283	2032	3
PA_vRNA	72	262	283	2064	110
PA_vRNA	72	262	283	2072	2
PA_vRNA	72	262	284	2032	2
PA_vRNA	72	262	284	2042	2
PA_vRNA	72	262	284	2065	1
PA_vRNA	72	262	284	2074	1
PA_vRNA	72	262	284	2102	11
PA_vRNA	72	262	285	316	1
PA_vRNA	72	262	285	369	6
PA_vRNA	72	262	285	1989	1
PA_vRNA	72	262	285	2003	6
PA_vRNA	72	262	285	2009	127
PA_vRNA	72	262	285	2025	29
PA_vRNA	72	262	285	2052	2
PA_vRNA	72	262	285	2073	20
PA_vRNA	72	262	285	2074	45
PA_vRNA	72	262	285	2192	1
PA_vRNA	72	262	286	1977	1
PA_vRNA	72	262	286	1992	2
PA_vRNA	72	262	286	2036	2
PA_vRNA	72	262	286	2045	7
PA_vRNA	72	262	286	2077	72
PA_vRNA	72	262	287	1909	4
PA_vRNA	72	262	287	1970	49
PA_vRNA	72	262	287	2048	1
PA_vRNA	72	262	287	2050	1
PA_vRNA	72	262	287	2106	1
PA_vRNA	72	262	288	1939	2
PA_vRNA	72	262	288	2069	8
PA_vRNA	72	262	289	2064	1
PA_vRNA	72	262	290	1842	1
PA_vRNA	72	262	290	1988	24
PA_vRNA	72	262	290	1994	10
PA_vRNA	72	262	290	2019	2
PA_vRNA	72	262	290	2044	212
PA_vRNA	72	262	290	2056	1
PA_vRNA	72	262	290	2062	2
PA_vRNA	72	262	290	2068	2
PA_vRNA	72	262	291	1956	1
PA_vRNA	72	262	291	1978	11
PA_vRNA	72	262	291	2023	2
PA_vRNA	72	262	291	2026	1
PA_vRNA	72	262	291	2051	10
PA_vRNA	72	262	292	1960	8
PA_vRNA	72	262	292	1962	7
PA_vRNA	72	262	292	1963	1
PA_vRNA	72	262	292	1991	1
PA_vRNA	72	262	292	2026	40
PA_vRNA	72	262	292	2033	1
PA_vRNA	72	262	292	2046	1
PA_vRNA	72	262	292	2050	1
PA_vRNA	72	262	292	2055	1
PA_vRNA	72	262	292	2061	1
PA_vRNA	72	262	292	2064	3
PA_vRNA	72	262	293	1952	47
PA_vRNA	72	262	293	1967	16
PA_vRNA	72	262	293	1986	13
PA_vRNA	72	262	293	2026	1
PA_vRNA	72	262	293	2028	124
PA_vRNA	72	262	293	2029	1
PA_vRNA	72	262	293	2034	1
PA_vRNA	72	262	293	2037	14
PA_vRNA	72	262	293	2039	22
PA_vRNA	72	262	293	2046	12
PA_vRNA	72	262	293	2050	1
PA_vRNA	72	262	293	2058	2
PA_vRNA	72	262	293	2060	4
PA_vRNA	72	262	293	2061	3
PA_vRNA	72	262	293	2062	2
PA_vRNA	72	262	293	2066	5
PA_vRNA	72	262	293	2068	2
PA_vRNA	72	262	293	2069	1
PA_vRNA	72	262	293	2107	1
PA_vRNA	72	262	293	2142	119
PA_vRNA	72	262	294	1814	351
PA_vRNA	72	262	294	1935	1
PA_vRNA	72	262	294	1960	2
PA_vRNA	72	262	294	1970	1
PA_vRNA	72	262	294	1988	1
PA_vRNA	72	262	294	2049	2
PA_vRNA	72	262	294	2051	7
PA_vRNA	72	262	294	2052	1
PA_vRNA	72	262	294	2055	125
PA_vRNA	72	262	294	2057	3
PA_vRNA	72	262	294	2066	2
PA_vRNA	72	262	295	2001	1
PA_vRNA	72	262	295	2011	1046
PA_vRNA	72	262	295	2019	164
PA_vRNA	72	262	295	2051	2
PA_vRNA	72	262	295	2053	1
PA_vRNA	72	262	295	2058	2
PA_vRNA	72	262	295	2097	1
PA_vRNA	72	262	296	370	17
PA_vRNA	72	262	296	1955	1
PA_vRNA	72	262	296	1977	5
PA_vRNA	72	262	296	2001	86
PA_vRNA	72	262	296	2002	247
PA_vRNA	72	262	296	2009	2
PA_vRNA	72	262	296	2012	1
PA_vRNA	72	262	296	2022	121
PA_vRNA	72	262	296	2024	1
PA_vRNA	72	262	296	2025	615
PA_vRNA	72	262	296	2028	4
PA_vRNA	72	262	296	2030	3
PA_vRNA	72	262	296	2032	11
PA_vRNA	72	262	296	2049	1
PA_vRNA	72	262	296	2051	26
PA_vRNA	72	262	296	2052	233
PA_vRNA	72	262	296	2057	360
PA_vRNA	72	262	296	2068	78
PA_vRNA	72	262	297	309	3
PA_vRNA	72	262	297	362	110
PA_vRNA	72	262	297	1969	149
PA_vRNA	72	262	297	1982	137
PA_vRNA	72	262	297	2024	55
PA_vRNA	72	262	297	2032	1
PA_vRNA	72	262	297	2036	42
PA_vRNA	72	262	297	2038	7
PA_vRNA	72	262	297	2045	1472
PA_vRNA	72	262	297	2048	396
PA_vRNA	72	262	297	2073	1
PA_vRNA	72	262	297	2083	8
PA_vRNA	72	262	298	1993	2
PA_vRNA	72	262	298	2044	33
PA_vRNA	72	262	298	2058	2
PA_vRNA	72	262	298	2099	1
PA_vRNA	72	262	298	2158	1016
PA_vRNA	72	262	299	1989	1
PA_vRNA	72	262	299	2025	7
PA_vRNA	72	262	299	2052	1
PA_vRNA	72	262	299	2057	58
PA_vRNA	72	262	299	2090	1
PA_vRNA	72	262	300	1992	1
PA_vRNA	72	262	300	2043	29
PA_vRNA	72	262	300	2072	2
PA_vRNA	72	262	301	356	15
PA_vRNA	72	262	301	2038	2
PA_vRNA	72	262	301	2046	24
PA_vRNA	72	262	301	2073	1
PA_vRNA	72	262	301	2106	18
PA_vRNA	72	262	301	2152	1
PA_vRNA	72	262	302	1945	1
PA_vRNA	72	262	302	1986	3
PA_vRNA	72	262	302	1991	5
PA_vRNA	72	262	302	1994	513
PA_vRNA	72	262	302	2002	1
PA_vRNA	72	262	302	2008	3
PA_vRNA	72	262	302	2020	67
PA_vRNA	72	262	302	2026	139
PA_vRNA	72	262	302	2044	2
PA_vRNA	72	262	302	2055	2
PA_vRNA	72	262	302	2083	2
PA_vRNA	72	262	303	1975	3
PA_vRNA	72	262	303	2010	1
PA_vRNA	72	262	303	2053	15
PA_vRNA	72	262	303	2058	5
PA_vRNA	72	262	304	1953	1
PA_vRNA	72	262	304	1983	22
PA_vRNA	72	262	304	1997	1
PA_vRNA	72	262	304	2027	100
PA_vRNA	72	262	304	2034	81
PA_vRNA	72	262	304	2048	67
PA_vRNA	72	262	304	2049	2
PA_vRNA	72	262	304	2050	46
PA_vRNA	72	262	304	2070	114
PA_vRNA	72	262	305	2024	2
