segment	fivePrime	threePrime	counts
PB1_vRNA	2196	2213	9
PB2_vRNA	408	2016	7
PB2_vRNA	551	1894	4
PA_vRNA	404	2042	1
PA_vRNA	248	2052	18386
PA_vRNA	260	2024	1
PB1_vRNA	437	1980	0
PB1_vRNA	428	2026	8
PB2_vRNA	518	1891	2
PA_vRNA	291	2046	386
NA_vRNA	183	1307	3
PB2_vRNA	216	2246	11
PA_vRNA	293	2058	876
PA_vRNA	529	1789	191
PB2_vRNA	370	2058	3
PA_vRNA	312	1997	89
PB1_vRNA	221	2233	2
PB1_vRNA	295	2177	0
PB1_vRNA	318	369	115
PA_vRNA	329	1979	144
PB2_vRNA	188	2131	2
PA_vRNA	152	1940	25
PA_vRNA	92	1832	2
PA_vRNA	249	1953	279
PA_vRNA	348	2010	0
PB2_vRNA	467	2184	27
PB1_vRNA	160	168	1998
PB2_vRNA	467	1750	21
PB1_vRNA	793	1700	18
PB2_vRNA	296	2136	46
PB2_vRNA	229	2154	5
PA_vRNA	243	334	0
PA_vRNA	280	2058	13
PA_vRNA	373	2108	1
PB1_vRNA	272	336	7
PB1_vRNA	304	2070	1
PB1_vRNA	469	2015	20
PA_vRNA	345	2021	9841
PB2_vRNA	345	2068	5
PA_vRNA	252	1989	14
PB2_vRNA	572	1867	56
PA_vRNA	373	1847	87
PB2_vRNA	266	2209	7
PB2_vRNA	733	1910	15
PA_vRNA	452	1903	30
PB1_vRNA	252	2186	79
PB1_vRNA	362	2094	2
PB2_vRNA	198	2146	0
NA_vRNA	222	1297	4
PA_vRNA	438	1933	3
PA_vRNA	293	2108	196
PA_vRNA	220	2091	6
PB1_vRNA	190	1991	38
PA_vRNA	537	1863	1927
PB2_vRNA	268	2144	5
PA_vRNA	103	2006	0
PB1_vRNA	300	2123	0
PA_vRNA	302	2013	130
PA_vRNA	378	1962	2
PA_vRNA	454	1861	1
PA_vRNA	305	2032	0
PA_vRNA	351	1904	18
NA_vRNA	307	1173	1
PB2_vRNA	240	2182	2
PB1_vRNA	200	2151	4
PA_vRNA	427	1782	10
PA_vRNA	320	2007	5
PB1_vRNA	230	1882	6
PB1_vRNA	465	2032	482
PB1_vRNA	336	368	1
PB2_vRNA	236	2194	2
PB2_vRNA	108	2127	0
PA_vRNA	403	1941	19
PB2_vRNA	410	1918	10
PA_vRNA	348	1984	5
PA_vRNA	282	2051	13
PA_vRNA	386	1948	57
PB1_vRNA	298	2134	0
PB1_vRNA	337	2134	4
PB2_vRNA	286	2075	3
PB1_vRNA	255	2174	22
PA_vRNA	321	1804	38
PA_vRNA	251	2030	1
PB1_vRNA	463	1994	11
PB1_vRNA	289	2081	5
NA_vRNA	203	1311	6
PA_vRNA	237	2075	108
PB2_vRNA	274	2178	105
PA_vRNA	410	1892	5
PB2_vRNA	185	433	37
PB1_vRNA	293	2042	574
PB2_vRNA	367	2032	27
PA_vRNA	356	1977	161
PB1_vRNA	329	2183	0
PB2_vRNA	345	2056	11
PB2_vRNA	1543	2056	0
PA_vRNA	292	2051	4
PA_vRNA	221	2034	8
PB1_vRNA	237	2153	7
PB2_vRNA	251	1568	27
PA_vRNA	68	929	1
PB2_vRNA	686	1864	0
PB1_vRNA	513	1961	2
PA_vRNA	407	1885	201
PB1_vRNA	275	2072	1
PA_vRNA	120	2068	5
PA_vRNA	317	2058	1
PA_vRNA	222	2097	1
PB1_vRNA	497	2007	11
PB2_vRNA	290	2135	14
PA_vRNA	291	2017	6
PB2_vRNA	243	2216	8
PA_vRNA	227	2075	4
PB2_vRNA	131	212	1
PB2_vRNA	442	1909	105
PB2_vRNA	231	2170	4
PB2_vRNA	178	2115	1
NA_vRNA	203	1274	1
PB1_vRNA	401	2015	1
PB2_vRNA	206	2060	1
PB2_vRNA	546	1925	621
PB2_vRNA	248	2259	12951
PB1_vRNA	298	1627	44
PB2_vRNA	274	2122	2
PA_vRNA	157	324	3
