segment	fivePrime_1	threePrime_1	fivePrime_2	threePrime_2	counts
M_vRNA	409	659	690	1019	1
M_vRNA	593	629	690	1019	2
NA_vRNA	51	87	195	1257	6
NA_vRNA	70	84	281	1185	33
NA_vRNA	70	196	307	1200	11
NA_vRNA	70	196	1296	1327	10
NA_vRNA	78	1069	1101	1256	1
NA_vRNA	80	1071	1101	1256	59
NA_vRNA	80	1071	1325	1338	7
NA_vRNA	84	206	308	1077	22
NA_vRNA	84	206	1193	1229	5
NA_vRNA	86	102	187	1258	27
NA_vRNA	86	102	1296	1327	32
NA_vRNA	86	173	343	1331	13
NA_vRNA	86	403	492	517	1
NA_vRNA	86	529	819	1326	3
NA_vRNA	86	993	1224	1258	3
NA_vRNA	86	993	1322	1376	2
NA_vRNA	86	1077	1121	1258	5
NA_vRNA	90	100	1296	1327	1
NA_vRNA	91	201	353	1345	3
NA_vRNA	92	126	157	308	11
NA_vRNA	92	126	333	1188	6
NA_vRNA	92	126	1224	1258	3
NA_vRNA	92	126	1304	1378	2
NA_vRNA	92	993	1071	1125	12
NA_vRNA	92	993	1222	1318	4
NA_vRNA	92	1254	1325	1338	5
NA_vRNA	101	614	655	807	30
NA_vRNA	101	614	904	1345	18
NA_vRNA	125	1224	1296	1327	4
NA_vRNA	141	1173	1221	1240	7
NA_vRNA	141	1173	1273	1344	5
NA_vRNA	149	1071	1121	1130	1
NA_vRNA	150	993	1029	1069	86
NA_vRNA	157	308	333	1188	13
NA_vRNA	157	308	1224	1258	5
NA_vRNA	157	308	1304	1378	3
NA_vRNA	167	236	306	1258	5
NA_vRNA	187	1258	1296	1327	54
NA_vRNA	195	1055	1115	1144	1
NA_vRNA	195	1257	1322	1378	2
NA_vRNA	200	1225	1296	1327	68
NA_vRNA	203	1109	1287	1323	9
NA_vRNA	203	1178	1314	1327	1
NA_vRNA	204	236	381	1071	37
NA_vRNA	204	236	1317	1326	13
NA_vRNA	204	1144	1229	1308	1
NA_vRNA	204	1224	1289	1327	3
NA_vRNA	204	1224	1295	1318	33
NA_vRNA	204	1249	1298	1326	3
NA_vRNA	216	1223	1295	1318	5
NA_vRNA	275	288	308	1230	1
NA_vRNA	281	1185	1224	1258	2
NA_vRNA	301	1077	1129	1256	2
NA_vRNA	301	1077	1316	1338	1
