segment	fivePrime	threePrime	counts
PA_vRNA	233	1998	0
PB1_vRNA	666	1701	46
PA_vRNA	166	1809	0
PB2_vRNA	541	1890	186
PA_vRNA	221	2095	0
PB2_vRNA	368	2025	118
PA_vRNA	2139	2150	40
PA_vRNA	531	2088	369
PB2_vRNA	263	2091	6
PA_vRNA	362	1880	88
PA_vRNA	242	2025	3
PB2_vRNA	380	2125	5
PB1_vRNA	244	264	6
PB1_vRNA	273	2125	0
PB2_vRNA	471	1995	1
PA_vRNA	506	1920	3496
NA_vRNA	193	1320	1
PB2_vRNA	574	1892	4
PB1_vRNA	569	1894	5
PA_vRNA	274	2031	9
PB2_vRNA	290	2106	9
PA_vRNA	164	1999	2
PA_vRNA	176	2139	0
PA_vRNA	454	1802	1
PB1_vRNA	445	2024	0
PB1_vRNA	287	2072	0
PB2_vRNA	241	2181	6
PA_vRNA	312	2058	3
PB1_vRNA	253	2075	6
PB2_vRNA	438	1820	12
PB2_vRNA	270	2100	10
PA_vRNA	452	2064	6
PB2_vRNA	455	2023	10
PA_vRNA	485	1837	10
PB1_vRNA	429	2022	8
PB1_vRNA	369	1968	0
PB2_vRNA	112	2037	2
PA_vRNA	472	1889	17
NA_vRNA	205	1259	0
NA_vRNA	213	1334	4
PA_vRNA	612	1733	0
PB1_vRNA	392	2252	0
PA_vRNA	321	1882	74
NA_vRNA	95	1261	0
PA_vRNA	354	1999	14
NP_vRNA	237	1432	2
PB2_vRNA	461	1918	302
PB1_vRNA	202	2219	2
PA_vRNA	317	1825	193
PA_vRNA	363	1905	0
PB2_vRNA	1561	2121	1
PA_vRNA	317	2064	4
PB2_vRNA	288	2165	6
PB2_vRNA	479	1971	7
PA_vRNA	247	2052	16
PA_vRNA	539	1878	0
PB1_vRNA	447	1879	1063
PB2_vRNA	635	651	4
PB1_vRNA	351	2151	0
PA_vRNA	334	2011	12
PA_vRNA	293	2033	34
PA_vRNA	453	1998	33
PB1_vRNA	358	2154	4
PA_vRNA	1918	1958	0
PA_vRNA	265	1985	6
PB1_vRNA	366	2065	6
PB1_vRNA	193	2192	3
PB2_vRNA	401	2033	3
PB2_vRNA	207	2130	130
PA_vRNA	436	1938	2
PB2_vRNA	314	2084	3
PB1_vRNA	413	2010	25
PB2_vRNA	466	1948	24
PB1_vRNA	348	2151	2
PB2_vRNA	193	2087	1
PB1_vRNA	515	2044	1
PB2_vRNA	390	2035	0
PA_vRNA	1951	2014	1
PA_vRNA	249	2105	14
PA_vRNA	123	151	2
PA_vRNA	314	2065	22
PB1_vRNA	203	2181	14
PB2_vRNA	600	1860	1
PB2_vRNA	213	2234	11
PA_vRNA	335	2055	82
PB2_vRNA	292	2187	31
PB1_vRNA	446	2046	4
PA_vRNA	425	1980	16
PA_vRNA	476	1869	10
PB1_vRNA	375	2182	30
PA_vRNA	207	2075	17
PA_vRNA	471	1860	23
PB2_vRNA	190	2113	2
PB2_vRNA	2127	2145	28
PB1_vRNA	368	2034	0
PB1_vRNA	356	2086	69
PA_vRNA	347	1963	6
PA_vRNA	376	2059	1
PB1_vRNA	219	385	3
PB2_vRNA	416	2039	8
PB2_vRNA	423	2038	1
PB1_vRNA	433	2028	4
PB1_vRNA	262	2161	3
PB2_vRNA	551	1882	1362
PA_vRNA	596	1607	6
PA_vRNA	213	2047	0
PB1_vRNA	126	184	3
PB2_vRNA	242	2112	0
PB1_vRNA	450	1991	77
PB1_vRNA	625	1826	3
NA_vRNA	653	1326	13
PB2_vRNA	623	1883	88
PA_vRNA	564	1677	10
PB2_vRNA	291	1995	40
PA_vRNA	287	2012	13
M_vRNA	161	965	0
PA_vRNA	2072	2094	97
PB2_vRNA	274	2082	8
PA_vRNA	397	1934	7
PB2_vRNA	426	2013	7
PB1_vRNA	317	2157	11
NP_vRNA	84	208	0
PB2_vRNA	181	1688	6
PB2_vRNA	389	2063	184
PB2_vRNA	233	2177	27
HA_vRNA	231	1617	2
PA_vRNA	1934	2049	17
PB2_vRNA	524	1910	39
PA_vRNA	364	1961	165
PB2_vRNA	173	2064	13
NA_vRNA	189	1339	1
PA_vRNA	385	2007	1957
PB2_vRNA	381	2087	5
PA_vRNA	444	1886	4
HA_vRNA	349	1395	1
PA_vRNA	317	2095	3
PB2_vRNA	455	2006	12
PB2_vRNA	355	2048	0
PA_vRNA	376	1933	1
PA_vRNA	254	1971	2
NA_vRNA	185	1308	8
PA_vRNA	274	1996	15
PB2_vRNA	264	1848	40
PB2_vRNA	313	2183	2
PA_vRNA	312	1999	36
PB1_vRNA	367	2056	3
PB2_vRNA	357	2080	1
PA_vRNA	225	1835	2
PB2_vRNA	487	1961	19
NP_vRNA	806	856	0
PB1_vRNA	272	2023	0
PB1_vRNA	462	2023	112
PB1_vRNA	449	1996	0
PB2_vRNA	253	2157	1
PB2_vRNA	358	2018	9
NA_vRNA	386	1025	2
PB2_vRNA	204	2193	1
PB1_vRNA	520	2017	1
PB2_vRNA	473	1933	60
PB1_vRNA	235	2076	12
PB2_vRNA	313	2072	12
PB1_vRNA	238	267	8
PB2_vRNA	358	2019	0
PB1_vRNA	397	2021	7
PA_vRNA	231	2089	3
PB2_vRNA	1534	2255	7
PB1_vRNA	438	2102	3
PB2_vRNA	253	2235	1
PA_vRNA	213	2074	17
NA_vRNA	299	1198	80
PA_vRNA	321	1989	0
PB1_vRNA	289	2151	1
PA_vRNA	222	2053	4
PA_vRNA	470	1857	1
PA_vRNA	430	1802	6
PA_vRNA	220	2037	13
PA_vRNA	264	2132	2
NA_vRNA	370	1234	0
PB1_vRNA	713	1718	3
PA_vRNA	525	1883	1136
PB2_vRNA	197	2083	0
PB2_vRNA	386	1984	2
PB1_vRNA	713	1789	7
PB2_vRNA	428	1973	13
PB2_vRNA	300	2114	9
PA_vRNA	420	1931	4
PA_vRNA	444	1858	15
PA_vRNA	467	1903	71
PA_vRNA	537	1978	37
PB1_vRNA	312	2151	383
PB2_vRNA	282	2163	5
PA_vRNA	238	2080	2
PB2_vRNA	274	2260	2
PB2_vRNA	348	2103	1
PA_vRNA	269	2076	15
PA_vRNA	333	2033	0
PA_vRNA	277	2030	37
PB2_vRNA	524	1950	19
PB1_vRNA	638	1761	3
PB2_vRNA	204	2222	345
PB1_vRNA	219	2196	319
PA_vRNA	279	2088	7
PB2_vRNA	191	1874	3
PB1_vRNA	298	2133	14
PB2_vRNA	308	2059	999
PB1_vRNA	352	2122	95
PB1_vRNA	504	2055	12
PA_vRNA	889	985	6
PA_vRNA	304	2050	611
PB2_vRNA	198	2220	1
PB1_vRNA	529	1905	68
PB2_vRNA	424	2102	0
PB1_vRNA	316	2013	0
PB1_vRNA	173	2221	9394
PB2_vRNA	342	2147	18
PB2_vRNA	409	2129	3
PB2_vRNA	342	2038	0
PA_vRNA	227	1826	1
PB2_vRNA	288	2102	3
PA_vRNA	238	2073	23
PB1_vRNA	273	2174	165
PB2_vRNA	567	1890	3
PB2_vRNA	407	2008	37
PB2_vRNA	212	2188	47
PA_vRNA	222	1995	13
PB2_vRNA	1855	1887	8
PA_vRNA	526	1771	137
PA_vRNA	318	2048	8
PB2_vRNA	861	2128	4
PA_vRNA	299	1995	0
PA_vRNA	1876	1920	2
HA_vRNA	1571	1686	1
PB1_vRNA	437	2029	507
PA_vRNA	289	1879	6
PA_vRNA	257	2099	29
PA_vRNA	406	2041	0
PB1_vRNA	258	2195	124
PB2_vRNA	451	1959	4
NA_vRNA	341	1225	1
PB2_vRNA	227	2198	106
PA_vRNA	232	2002	0
PB1_vRNA	385	2021	4
PA_vRNA	225	2089	1
PB2_vRNA	740	1729	5
PB2_vRNA	515	527	5
PB2_vRNA	543	1822	8
PA_vRNA	379	1962	1
PB1_vRNA	284	2158	4
PA_vRNA	321	2005	4
PB1_vRNA	415	2140	0
NA_vRNA	181	1306	2
PB1_vRNA	183	201	111
PA_vRNA	293	2046	131
PB1_vRNA	316	2093	9
PB2_vRNA	453	1876	5
PA_vRNA	228	2055	2
PB1_vRNA	304	2151	27
PB2_vRNA	256	2172	32
PA_vRNA	260	2014	6
PA_vRNA	257	2122	1
PB1_vRNA	433	1899	2
PB1_vRNA	202	2249	2
PB1_vRNA	338	385	1
PB1_vRNA	383	2068	2
PB1_vRNA	310	2186	0
PA_vRNA	369	1922	5
PB2_vRNA	445	2130	8
PA_vRNA	325	2091	42
PB1_vRNA	370	2017	1
PB2_vRNA	2225	2249	23
PB2_vRNA	449	1950	5
PB2_vRNA	445	2019	14
PA_vRNA	303	2027	1
NA_vRNA	385	1063	4
PA_vRNA	226	406	5
PB1_vRNA	311	2189	0
PA_vRNA	293	2065	2
PA_vRNA	284	2032	780
PA_vRNA	237	2050	19
PA_vRNA	196	2147	63
NA_vRNA	468	1095	0
PA_vRNA	318	2049	863
PA_vRNA	261	2113	36
PB2_vRNA	506	1859	16
PA_vRNA	351	1997	8
PA_vRNA	265	2029	7
PA_vRNA	538	1825	32
PA_vRNA	317	2050	2
PA_vRNA	583	1663	4
PB2_vRNA	204	2177	16
PB2_vRNA	455	2017	3
PA_vRNA	333	1986	21
PA_vRNA	221	2074	3
PB1_vRNA	383	2115	5
PB1_vRNA	228	2190	9
PB2_vRNA	562	1908	21
PB2_vRNA	485	2010	2
PA_vRNA	355	2051	3
PB1_vRNA	413	2082	8
PA_vRNA	344	1948	0
PA_vRNA	462	1865	4
PB2_vRNA	455	1971	10
PA_vRNA	402	1865	68
PA_vRNA	189	612	1
PB2_vRNA	322	2046	10
PA_vRNA	310	1332	2
PA_vRNA	292	1991	2
PB2_vRNA	397	2110	1
NA_vRNA	904	1350	15
PB2_vRNA	445	1933	2
PB1_vRNA	434	2093	31
PB2_vRNA	650	1865	27
PA_vRNA	287	2027	6
PA_vRNA	393	1936	9
PA_vRNA	316	2048	2
NP_vRNA	367	1202	4
PA_vRNA	399	1985	20
PA_vRNA	403	1874	228
PB1_vRNA	474	1921	2
PB2_vRNA	345	2040	10
NA_vRNA	162	1327	0
PA_vRNA	562	1645	0
PB2_vRNA	117	2047	3
PB1_vRNA	405	2081	5
PA_vRNA	476	1857	57
PA_vRNA	469	1769	3
PB2_vRNA	215	2142	1378
PA_vRNA	283	1996	1981
PB2_vRNA	454	1952	0
PA_vRNA	426	2049	9
NP_vRNA	227	1420	2
PB2_vRNA	370	2109	0
PB1_vRNA	261	2147	13
PB2_vRNA	541	1831	0
PA_vRNA	211	1990	6
PA_vRNA	266	2018	5
PA_vRNA	1933	2097	66
PA_vRNA	253	2119	1
PB2_vRNA	80	227	7
PA_vRNA	217	2065	41
PA_vRNA	250	2090	3
PB2_vRNA	242	2109	4
PA_vRNA	305	2026	2
PB2_vRNA	355	2067	9
PB2_vRNA	185	2201	9
PB2_vRNA	351	2076	1
PB1_vRNA	447	1992	30
PA_vRNA	169	2142	37
PB2_vRNA	282	2127	20
PA_vRNA	382	1995	4
PA_vRNA	315	2027	16
PA_vRNA	431	1849	33
PB2_vRNA	551	1828	5
PB1_vRNA	413	2004	1
PA_vRNA	2140	2149	41
PA_vRNA	321	1956	2
PA_vRNA	218	2083	45
PB2_vRNA	200	1838	1
PA_vRNA	357	2008	1
PB1_vRNA	296	2152	5
PA_vRNA	223	2014	0
PB2_vRNA	156	2194	1
M_vRNA	579	624	4
PA_vRNA	349	2107	14
PA_vRNA	278	312	3
PB1_vRNA	243	2162	5
PA_vRNA	408	2024	3
PB1_vRNA	268	2154	73
PA_vRNA	390	1970	1650
PB2_vRNA	437	1985	66
NA_vRNA	1239	1280	40
PA_vRNA	460	2098	4
PA_vRNA	207	1959	14
PB1_vRNA	262	2214	51
PB2_vRNA	249	2144	3
NA_vRNA	248	1324	11
PA_vRNA	253	1986	3
PA_vRNA	256	1999	23
PB1_vRNA	214	2216	2
PA_vRNA	362	1729	1
PA_vRNA	402	1802	48
PA_vRNA	321	1988	10
PB2_vRNA	294	2251	0
PB2_vRNA	297	2109	2
NA_vRNA	1304	1378	22
PB1_vRNA	417	2062	5
PA_vRNA	494	1856	59
PB1_vRNA	289	2115	12
PB2_vRNA	237	2145	103
PA_vRNA	227	2059	4
PA_vRNA	351	2019	16
PA_vRNA	452	1816	3
PB1_vRNA	229	2156	25
PB1_vRNA	458	2004	60
NA_vRNA	306	1168	3
PA_vRNA	334	1955	145
PA_vRNA	640	1604	26
PB2_vRNA	553	1872	0
PB1_vRNA	405	2013	1
PB2_vRNA	438	1971	1
PA_vRNA	419	2136	22
NA_vRNA	953	1230	14
PB1_vRNA	289	2182	76
NA_vRNA	306	1160	0
PB2_vRNA	318	2049	0
PA_vRNA	358	1963	2
PB2_vRNA	318	2279	1
PB2_vRNA	276	2187	18
PB2_vRNA	1642	2187	2
PA_vRNA	454	2052	6
PB1_vRNA	364	2060	2
PB1_vRNA	405	1910	3
PA_vRNA	496	1842	0
PB1_vRNA	394	2062	0
PB2_vRNA	220	2194	50
PB2_vRNA	222	2186	8
PA_vRNA	246	2112	1
PB2_vRNA	233	2140	6
PA_vRNA	301	2038	0
PB2_vRNA	464	2023	1
