segment	fivePrime_1	threePrime_1	fivePrime_2	threePrime_2	counts
M_vRNA	194	396	690	1019	1
M_vRNA	201	394	434	659	1
M_vRNA	216	396	690	1019	1
M_vRNA	398	677	690	1019	2
M_vRNA	426	643	690	1019	1
M_vRNA	433	637	690	1019	1
M_vRNA	434	659	690	1019	6
M_vRNA	564	624	690	1019	1
M_vRNA	592	625	690	1019	2
M_vRNA	593	629	690	1019	1
M_vRNA	600	622	690	1019	2
NA_vRNA	63	807	1322	1378	1
NA_vRNA	76	93	352	1264	3
NA_vRNA	76	93	1326	1336	3
NA_vRNA	78	235	343	1158	1
NA_vRNA	78	235	343	1256	69
NA_vRNA	78	235	1322	1376	28
NA_vRNA	85	1071	1145	1257	195
NA_vRNA	85	1071	1296	1327	160
NA_vRNA	103	511	622	1258	2
NA_vRNA	103	511	1322	1378	2
NA_vRNA	122	1257	1314	1345	3
NA_vRNA	125	499	650	1327	16
NA_vRNA	126	152	1296	1327	1
NA_vRNA	128	1103	1239	1280	17
NA_vRNA	136	209	402	1116	1
NA_vRNA	166	1240	1305	1327	9
NA_vRNA	186	1186	1284	1349	39
NA_vRNA	188	1257	1296	1345	148
NA_vRNA	195	236	345	1335	2
NA_vRNA	195	1257	1313	1378	9
NA_vRNA	203	455	504	1258	7
NA_vRNA	203	455	1326	1372	4
NA_vRNA	204	1224	1296	1327	1
NA_vRNA	213	1129	1283	1327	1
NA_vRNA	234	1132	1314	1327	10
NA_vRNA	235	1230	1295	1378	15
NA_vRNA	307	1173	1255	1264	17
NA_vRNA	308	1155	1247	1298	10
NA_vRNA	308	1155	1296	1350	77
NA_vRNA	308	1186	1305	1327	2
NA_vRNA	343	1256	1322	1376	120
NA_vRNA	352	1264	1326	1336	12
NA_vRNA	364	819	904	1350	8
NA_vRNA	387	1258	1296	1327	1
NA_vRNA	504	1258	1326	1372	4
NA_vRNA	622	1258	1322	1378	4
NA_vRNA	953	1230	1322	1378	4
NA_vRNA	1145	1257	1296	1327	267
NA_vRNA	1145	1257	1296	1345	1
