	segment	fivePrime	threePrime	counts
0	NS_vRNA	46	634	1
1	NS_vRNA	72	733	1
2	NS_vRNA	79	118	2
3	NS_vRNA	84	105	1
4	NS_vRNA	86	113	1
5	NS_vRNA	86	733	1
6	NS_vRNA	94	617	1
7	NS_vRNA	116	628	1
8	NS_vRNA	123	478	1
9	NS_vRNA	126	275	1
10	NS_vRNA	126	732	1
11	NS_vRNA	132	759	1
12	NS_vRNA	136	669	1
13	NS_vRNA	136	702	1
14	NS_vRNA	136	825	1
15	NS_vRNA	137	170	1
16	NS_vRNA	138	718	1
17	NS_vRNA	144	236	2
18	NS_vRNA	144	649	3
19	NS_vRNA	148	719	3
20	NS_vRNA	154	176	4
21	NS_vRNA	154	824	1
22	NS_vRNA	159	691	1
23	NS_vRNA	159	711	2
24	NS_vRNA	160	723	2
25	NS_vRNA	162	729	1
26	NS_vRNA	164	721	2
27	NS_vRNA	165	668	1
28	NS_vRNA	170	684	1
29	NS_vRNA	173	684	3
30	NS_vRNA	178	747	2
31	NS_vRNA	182	651	1
32	NS_vRNA	182	725	1
33	NS_vRNA	193	216	1
34	NS_vRNA	193	657	1
35	NS_vRNA	196	650	2
36	NS_vRNA	199	615	2
37	NS_vRNA	199	730	1
38	NS_vRNA	200	534	1
39	NS_vRNA	200	716	1
40	NS_vRNA	203	566	1
41	NS_vRNA	203	702	2
42	NS_vRNA	204	737	1
43	NS_vRNA	206	571	1
44	NS_vRNA	207	319	1
45	NS_vRNA	208	770	4
46	NS_vRNA	211	236	1
47	NS_vRNA	213	541	4
48	NS_vRNA	213	626	1
49	NS_vRNA	215	731	1
50	NS_vRNA	216	702	1
51	NS_vRNA	219	601	1
52	NS_vRNA	219	695	1
53	NS_vRNA	219	740	2
54	NS_vRNA	222	565	1
55	NS_vRNA	223	735	1
56	NS_vRNA	225	718	1
57	NS_vRNA	225	739	3
58	NS_vRNA	228	721	1
59	NS_vRNA	229	478	1
60	NS_vRNA	233	665	24
61	NS_vRNA	237	837	1
62	NS_vRNA	241	659	1
63	NS_vRNA	242	790	1
64	NS_vRNA	243	723	1
65	NS_vRNA	244	636	1
66	NS_vRNA	245	519	1
67	NS_vRNA	245	556	1
68	NS_vRNA	245	592	2
69	NS_vRNA	246	537	1
70	NS_vRNA	248	444	3
71	NS_vRNA	248	625	1
72	NS_vRNA	248	710	1
73	NS_vRNA	253	824	1
74	NS_vRNA	256	278	1
75	NS_vRNA	258	278	1
76	NS_vRNA	260	478	4
77	NS_vRNA	260	525	4
78	NS_vRNA	261	440	4
79	NS_vRNA	262	727	1
80	NS_vRNA	262	729	1
81	NS_vRNA	263	649	1
82	NS_vRNA	263	714	1
83	NS_vRNA	263	717	2
84	NS_vRNA	263	719	1
85	NS_vRNA	264	310	4
86	NS_vRNA	275	322	2
87	NS_vRNA	275	600	1
88	NS_vRNA	275	710	1
89	NS_vRNA	277	301	1
90	NS_vRNA	281	321	2
91	NS_vRNA	281	636	1
92	NS_vRNA	282	290	1
93	NS_vRNA	287	559	1
94	NS_vRNA	287	715	7
95	NS_vRNA	289	312	5
96	NS_vRNA	289	719	1
97	NS_vRNA	290	311	1
98	NS_vRNA	293	463	1
99	NS_vRNA	293	724	2
100	NS_vRNA	294	728	8
101	NS_vRNA	295	659	1
102	NS_vRNA	295	712	4
103	NS_vRNA	296	540	4
104	NS_vRNA	297	477	1
105	NS_vRNA	299	636	1
106	NS_vRNA	300	695	15
107	NS_vRNA	302	586	1
108	NS_vRNA	304	490	1
109	NS_vRNA	305	669	2
110	NS_vRNA	308	736	3
111	NS_vRNA	310	353	1
112	NS_vRNA	310	477	1
113	NS_vRNA	310	518	1
114	NS_vRNA	310	615	1
115	NS_vRNA	310	636	1
116	NS_vRNA	310	717	1
117	NS_vRNA	310	730	2
118	NS_vRNA	310	805	1
119	NS_vRNA	312	769	1
120	NS_vRNA	315	704	1
121	NS_vRNA	321	355	1
122	NS_vRNA	321	478	1
123	NS_vRNA	321	662	1
124	NS_vRNA	322	722	1
125	NS_vRNA	334	730	1
126	NS_vRNA	337	524	2
127	NS_vRNA	337	800	7
128	NS_vRNA	338	538	2
129	NS_vRNA	340	490	1
130	NS_vRNA	345	388	1
131	NS_vRNA	345	496	1
132	NS_vRNA	346	550	1
133	NS_vRNA	347	574	1
134	NS_vRNA	349	517	1
135	NS_vRNA	351	412	2
136	NS_vRNA	352	523	2
137	NS_vRNA	353	521	2
138	NS_vRNA	353	556	1
139	NS_vRNA	354	539	1
140	NS_vRNA	354	663	1
141	NS_vRNA	356	648	2
142	NS_vRNA	357	524	1
143	NS_vRNA	358	415	2
144	NS_vRNA	358	759	1
145	NS_vRNA	359	499	1
146	NS_vRNA	359	736	1
147	NS_vRNA	360	526	2
148	NS_vRNA	360	557	1
149	NS_vRNA	362	397	1
150	NS_vRNA	365	720	1
151	NS_vRNA	365	838	8
152	NS_vRNA	366	636	1
153	NS_vRNA	373	701	1
154	NS_vRNA	378	615	1
155	NS_vRNA	380	395	1
156	NS_vRNA	385	565	1
157	NS_vRNA	388	558	1
158	NS_vRNA	399	512	2
159	NS_vRNA	403	543	1
160	NS_vRNA	407	530	1
161	NS_vRNA	409	504	1
162	NS_vRNA	410	544	3
163	NS_vRNA	411	468	1
164	NS_vRNA	413	717	1
165	NS_vRNA	418	436	1
166	NS_vRNA	425	434	2
167	NS_vRNA	427	447	3
168	NS_vRNA	446	492	2
169	NS_vRNA	456	517	1
170	NS_vRNA	460	489	2
171	NS_vRNA	466	493	2
172	NS_vRNA	478	736	2
173	NS_vRNA	488	540	1
174	NS_vRNA	491	530	1
175	NS_vRNA	492	539	1
176	NS_vRNA	493	537	1
177	NS_vRNA	499	536	9
178	NS_vRNA	523	543	2
179	NS_vRNA	523	592	3
180	NS_vRNA	531	544	1
181	NS_vRNA	536	556	1
182	NS_vRNA	559	596	1
183	NS_vRNA	572	849	5
184	NS_vRNA	577	819	3
185	NS_vRNA	601	636	2
186	NS_vRNA	602	689	2
187	NS_vRNA	611	637	1
188	NS_vRNA	613	649	1
189	NS_vRNA	615	673	1
190	NS_vRNA	618	649	1
191	NS_vRNA	619	649	2
192	NS_vRNA	635	662	1
193	NS_vRNA	651	685	1
194	NS_vRNA	651	690	1
195	NS_vRNA	651	781	1
196	NS_vRNA	653	721	1
197	NS_vRNA	654	690	1
198	NS_vRNA	657	712	1
199	NS_vRNA	664	730	1
200	NS_vRNA	673	719	2
201	NS_vRNA	674	694	1
202	NS_vRNA	678	704	1
203	NS_vRNA	681	808	1
204	NS_vRNA	685	712	1
205	NS_vRNA	686	712	2
206	NS_vRNA	689	788	1
207	NS_vRNA	692	722	1
208	NS_vRNA	716	778	1
209	NS_vRNA	717	772	1
210	NS_vRNA	718	771	2
211	NS_vRNA	719	760	1
212	NS_vRNA	730	747	3
213	NS_vRNA	734	775	2
214	NS_vRNA	735	771	2
215	NS_vRNA	736	789	1
216	NS_vRNA	741	786	1
217	NS_vRNA	742	783	3
218	NS_vRNA	751	770	1
219	NS_vRNA	754	812	4
220	NS_vRNA	758	784	1
221	NS_vRNA	758	823	1
222	NS_vRNA	767	820	3
223	NS_vRNA	770	806	1
224	NS_vRNA	773	823	3
225	NS_vRNA	775	794	1
226	NS_vRNA	776	814	1
227	NS_vRNA	791	832	1
228	NS_vRNA	806	831	1
229	NS_vRNA	823	852	2
