	segment	fivePrime	threePrime	counts
0	NS_vRNA	53	685	1
1	NS_vRNA	64	123	1
2	NS_vRNA	71	736	91
3	NS_vRNA	82	737	1
4	NS_vRNA	85	740	9
5	NS_vRNA	86	705	1
6	NS_vRNA	88	113	5
7	NS_vRNA	94	129	1
8	NS_vRNA	98	113	2
9	NS_vRNA	107	737	2
10	NS_vRNA	114	652	1
11	NS_vRNA	116	138	2
12	NS_vRNA	116	807	1
13	NS_vRNA	126	650	2
14	NS_vRNA	128	738	9
15	NS_vRNA	138	777	13
16	NS_vRNA	140	704	3
17	NS_vRNA	148	537	2
18	NS_vRNA	152	816	1
19	NS_vRNA	154	715	3
20	NS_vRNA	156	750	6
21	NS_vRNA	159	564	1
22	NS_vRNA	159	594	1
23	NS_vRNA	159	608	3
24	NS_vRNA	159	736	1
25	NS_vRNA	161	711	1
26	NS_vRNA	167	728	6
27	NS_vRNA	171	625	10
28	NS_vRNA	172	674	16
29	NS_vRNA	173	666	14
30	NS_vRNA	181	712	8
31	NS_vRNA	187	675	8
32	NS_vRNA	187	719	3
33	NS_vRNA	190	713	3
34	NS_vRNA	193	738	1
35	NS_vRNA	193	740	2
36	NS_vRNA	199	636	2
37	NS_vRNA	199	644	5
38	NS_vRNA	199	692	1
39	NS_vRNA	199	756	1
40	NS_vRNA	200	718	6
41	NS_vRNA	201	773	1
42	NS_vRNA	202	687	5
43	NS_vRNA	204	452	1
44	NS_vRNA	207	704	1
45	NS_vRNA	208	479	1
46	NS_vRNA	209	678	2
47	NS_vRNA	210	737	3
48	NS_vRNA	214	721	2
49	NS_vRNA	219	721	1
50	NS_vRNA	220	704	1
51	NS_vRNA	220	749	5
52	NS_vRNA	225	553	3
53	NS_vRNA	226	704	1
54	NS_vRNA	228	675	4
55	NS_vRNA	231	661	1
56	NS_vRNA	231	695	2
57	NS_vRNA	242	296	3
58	NS_vRNA	243	690	1
59	NS_vRNA	243	750	2
60	NS_vRNA	244	711	3
61	NS_vRNA	245	781	3
62	NS_vRNA	246	537	2
63	NS_vRNA	246	706	2
64	NS_vRNA	246	721	3
65	NS_vRNA	247	767	1
66	NS_vRNA	247	839	1
67	NS_vRNA	248	719	2
68	NS_vRNA	249	709	7
69	NS_vRNA	255	545	1
70	NS_vRNA	261	728	11
71	NS_vRNA	261	843	1
72	NS_vRNA	262	597	4
73	NS_vRNA	264	291	4
74	NS_vRNA	264	531	1
75	NS_vRNA	264	541	1
76	NS_vRNA	265	719	2
77	NS_vRNA	272	537	1
78	NS_vRNA	272	616	1
79	NS_vRNA	272	730	1
80	NS_vRNA	275	757	1
81	NS_vRNA	276	469	1
82	NS_vRNA	277	589	1
83	NS_vRNA	277	748	3
84	NS_vRNA	278	498	1
85	NS_vRNA	279	729	1
86	NS_vRNA	281	599	1
87	NS_vRNA	287	714	3
88	NS_vRNA	287	720	1
89	NS_vRNA	288	304	1
90	NS_vRNA	292	594	2
91	NS_vRNA	293	748	5
92	NS_vRNA	294	697	1
93	NS_vRNA	294	714	4
94	NS_vRNA	295	639	1
95	NS_vRNA	296	774	3
96	NS_vRNA	298	504	1
97	NS_vRNA	301	337	1
98	NS_vRNA	301	435	12
99	NS_vRNA	301	561	4
100	NS_vRNA	302	550	2
101	NS_vRNA	302	694	1
102	NS_vRNA	303	339	1
103	NS_vRNA	304	587	5
104	NS_vRNA	305	744	3
105	NS_vRNA	307	322	1
106	NS_vRNA	309	513	1
107	NS_vRNA	309	591	2
108	NS_vRNA	309	651	1
109	NS_vRNA	309	652	2
110	NS_vRNA	311	551	1
111	NS_vRNA	312	523	3
112	NS_vRNA	321	579	2
113	NS_vRNA	334	395	2
114	NS_vRNA	334	803	1
115	NS_vRNA	336	486	4
116	NS_vRNA	337	443	2
117	NS_vRNA	337	800	3
118	NS_vRNA	341	479	2
119	NS_vRNA	344	636	1
120	NS_vRNA	347	574	2
121	NS_vRNA	347	816	5
122	NS_vRNA	348	379	1
123	NS_vRNA	350	557	5
124	NS_vRNA	351	409	1
125	NS_vRNA	351	507	2
126	NS_vRNA	351	538	2
127	NS_vRNA	355	614	3
128	NS_vRNA	356	553	1
129	NS_vRNA	357	403	3
130	NS_vRNA	360	448	1
131	NS_vRNA	361	585	1
132	NS_vRNA	365	520	3
133	NS_vRNA	365	531	1
134	NS_vRNA	365	699	11
135	NS_vRNA	365	838	2
136	NS_vRNA	368	771	1
137	NS_vRNA	370	653	1
138	NS_vRNA	372	411	5
139	NS_vRNA	388	786	1
140	NS_vRNA	397	444	4
141	NS_vRNA	406	570	24
142	NS_vRNA	411	506	3
143	NS_vRNA	416	571	2
144	NS_vRNA	419	526	1
145	NS_vRNA	421	463	1
146	NS_vRNA	427	478	1
147	NS_vRNA	429	521	1
148	NS_vRNA	446	535	1
149	NS_vRNA	448	547	1
150	NS_vRNA	449	479	1
151	NS_vRNA	478	538	5
152	NS_vRNA	479	518	1
153	NS_vRNA	485	521	1
154	NS_vRNA	490	544	1
155	NS_vRNA	502	548	1
156	NS_vRNA	538	557	1
157	NS_vRNA	538	587	3
158	NS_vRNA	540	748	1
159	NS_vRNA	544	586	19
160	NS_vRNA	545	590	3
161	NS_vRNA	550	590	3
162	NS_vRNA	564	854	1
163	NS_vRNA	572	849	5
164	NS_vRNA	576	613	1
165	NS_vRNA	591	634	2
166	NS_vRNA	597	637	3
167	NS_vRNA	598	800	27
168	NS_vRNA	631	651	2
169	NS_vRNA	634	664	1
170	NS_vRNA	635	653	2
171	NS_vRNA	648	679	2
172	NS_vRNA	648	702	2
173	NS_vRNA	649	803	1
174	NS_vRNA	652	674	6
175	NS_vRNA	656	837	2
176	NS_vRNA	660	723	8
177	NS_vRNA	669	799	1
178	NS_vRNA	672	766	1
179	NS_vRNA	683	717	2
180	NS_vRNA	684	727	2
181	NS_vRNA	685	728	4
182	NS_vRNA	686	712	2
183	NS_vRNA	688	743	3
184	NS_vRNA	701	738	3
185	NS_vRNA	702	790	1
186	NS_vRNA	702	805	1
187	NS_vRNA	711	739	1
188	NS_vRNA	733	770	1
189	NS_vRNA	735	747	1
190	NS_vRNA	737	766	1
191	NS_vRNA	737	771	2
192	NS_vRNA	746	767	1
193	NS_vRNA	756	817	4
194	NS_vRNA	765	808	4
195	NS_vRNA	768	802	2
196	NS_vRNA	769	809	1
197	NS_vRNA	774	798	5
198	NS_vRNA	779	816	2
199	NS_vRNA	780	813	10
200	NS_vRNA	784	804	4
201	NS_vRNA	786	826	17
202	NS_vRNA	792	821	3
203	NS_vRNA	804	822	23
204	NS_vRNA	823	861	2
205	NS_vRNA	827	843	2
206	NS_vRNA	841	860	3
