segment	left	right	count
PB2_vRNA	386	2010	172
PB2_vRNA	386	2023	6
PB2_vRNA	386	2048	23
PB2_vRNA	386	2051	428
PB2_vRNA	386	2052	477
PB2_vRNA	386	2083	314
PB2_vRNA	386	2133	3
PB2_vRNA	386	2020	86
PB2_vRNA	386	2002	272
PB2_vRNA	386	2007	23
PB2_vRNA	386	2108	78
PB2_vRNA	386	2077	15
PB2_vRNA	386	2081	2
PB2_vRNA	386	2084	3
PB2_vRNA	386	2076	7
PB2_vRNA	386	2017	7
PB2_vRNA	386	1806	1
PB2_vRNA	386	2015	62
PB2_vRNA	386	2008	43
PB2_vRNA	386	2068	35
PB2_vRNA	386	2006	1
PB2_vRNA	386	2071	13
PB2_vRNA	386	2018	4
PB2_vRNA	386	2065	13
PB2_vRNA	386	2009	21
PB2_vRNA	386	2122	6
PB2_vRNA	386	2042	22
PB2_vRNA	386	2091	7
PB2_vRNA	386	2086	5
PB2_vRNA	386	1993	1
PB2_vRNA	386	2062	12
PB2_vRNA	386	1742	2
PB2_vRNA	386	2078	34
PB2_vRNA	386	1871	7
PB2_vRNA	386	2110	11
PB2_vRNA	386	2089	8
PB2_vRNA	386	2047	8
PB2_vRNA	386	2209	18
PB2_vRNA	386	2103	1
PB2_vRNA	386	2036	11
PB2_vRNA	386	2026	11
PB2_vRNA	386	2073	7
PB2_vRNA	386	2145	3
PB2_vRNA	386	2030	22
PB2_vRNA	386	1978	7
PB2_vRNA	386	2059	14
PB2_vRNA	386	1986	1
PB2_vRNA	386	1972	6
PB2_vRNA	386	2041	1
PB2_vRNA	386	2096	8
PB2_vRNA	386	2034	9
PB2_vRNA	386	1955	2
PB2_vRNA	386	1982	1
PB2_vRNA	386	2104	17
PB2_vRNA	386	2001	1
PB2_vRNA	386	2067	8
PB2_vRNA	386	1951	4
PB2_vRNA	386	2102	4
PB2_vRNA	386	2044	2
PB2_vRNA	386	2022	2
PB2_vRNA	386	1976	2
PB2_vRNA	386	2117	9
PB2_vRNA	386	2165	1
PB2_vRNA	386	2049	1
PB2_vRNA	386	1963	2
PB2_vRNA	386	2153	5
PB2_vRNA	386	2074	2
PB2_vRNA	386	2232	2
PB2_vRNA	386	2043	7
PB2_vRNA	386	2094	3
PB2_vRNA	386	2080	3
PB2_vRNA	386	2061	1
PB2_vRNA	386	2012	3
PB2_vRNA	386	2075	5
PB2_vRNA	386	407	1
PB2_vRNA	386	1975	3
PB2_vRNA	386	1940	2
PB2_vRNA	386	2003	2
PB2_vRNA	386	2011	3
PB2_vRNA	386	2057	1
PB2_vRNA	386	2069	3
PB2_vRNA	386	2093	1
PB2_vRNA	386	2028	2
PB2_vRNA	386	2146	1
PB2_vRNA	386	2099	2
PB2_vRNA	386	1985	1
PB2_vRNA	386	2120	1
PB2_vRNA	386	2144	1
PB2_vRNA	386	1983	1
PB2_vRNA	386	2101	1
PB2_vRNA	386	1979	2
PB2_vRNA	252	2205	69820
PB2_vRNA	252	2140	61
PB2_vRNA	252	2149	26
PB2_vRNA	252	2129	164
PB2_vRNA	252	2214	381
PB2_vRNA	252	2184	5
PB2_vRNA	252	2185	36
PB2_vRNA	252	2201	21
PB2_vRNA	252	2076	2
PB2_vRNA	252	2147	8
PB2_vRNA	252	270	15
PB2_vRNA	252	2137	28
PB2_vRNA	252	2203	96
PB2_vRNA	252	2187	10
PB2_vRNA	252	2176	74
PB2_vRNA	252	2200	2
PB2_vRNA	252	2139	12
PB2_vRNA	252	2156	14
PB2_vRNA	252	2174	2
