	segment	fivePrime	threePrime	counts
0	NS_vRNA	67	98	1
1	NS_vRNA	73	715	1
2	NS_vRNA	84	753	1
3	NS_vRNA	86	831	1
4	NS_vRNA	91	720	1
5	NS_vRNA	114	467	1
6	NS_vRNA	123	667	1
7	NS_vRNA	125	545	1
8	NS_vRNA	126	826	1
9	NS_vRNA	132	736	2
10	NS_vRNA	135	729	3
11	NS_vRNA	137	684	2
12	NS_vRNA	137	727	1
13	NS_vRNA	141	172	1
14	NS_vRNA	143	711	1
15	NS_vRNA	159	219	1
16	NS_vRNA	159	675	1
17	NS_vRNA	159	753	1
18	NS_vRNA	161	790	1
19	NS_vRNA	164	748	1
20	NS_vRNA	164	785	3
21	NS_vRNA	165	504	1
22	NS_vRNA	165	650	1
23	NS_vRNA	165	677	1
24	NS_vRNA	165	702	1
25	NS_vRNA	165	806	1
26	NS_vRNA	166	738	1
27	NS_vRNA	168	672	1
28	NS_vRNA	168	717	1
29	NS_vRNA	169	209	1
30	NS_vRNA	170	714	4
31	NS_vRNA	170	753	1
32	NS_vRNA	171	741	1
33	NS_vRNA	173	804	1
34	NS_vRNA	175	690	1
35	NS_vRNA	181	215	1
36	NS_vRNA	182	798	2
37	NS_vRNA	183	771	2
38	NS_vRNA	186	608	2
39	NS_vRNA	186	702	2
40	NS_vRNA	187	480	1
41	NS_vRNA	187	686	1
42	NS_vRNA	188	706	1
43	NS_vRNA	192	524	3
44	NS_vRNA	193	638	2
45	NS_vRNA	193	678	1
46	NS_vRNA	195	690	1
47	NS_vRNA	195	751	1
48	NS_vRNA	195	767	1
49	NS_vRNA	196	614	1
50	NS_vRNA	197	545	2
51	NS_vRNA	198	239	1
52	NS_vRNA	199	231	1
53	NS_vRNA	199	597	4
54	NS_vRNA	199	598	1
55	NS_vRNA	199	747	1
56	NS_vRNA	202	635	1
57	NS_vRNA	202	739	2
58	NS_vRNA	206	804	2
59	NS_vRNA	207	726	1
60	NS_vRNA	208	576	1
61	NS_vRNA	208	615	2
62	NS_vRNA	209	616	1
63	NS_vRNA	210	720	1
64	NS_vRNA	210	771	1
65	NS_vRNA	213	541	2
66	NS_vRNA	213	683	1
67	NS_vRNA	214	425	1
68	NS_vRNA	216	596	2
69	NS_vRNA	216	770	1
70	NS_vRNA	217	650	1
71	NS_vRNA	217	704	1
72	NS_vRNA	220	495	1
73	NS_vRNA	222	682	1
74	NS_vRNA	222	803	2
75	NS_vRNA	223	691	1
76	NS_vRNA	223	695	1
77	NS_vRNA	225	298	1
78	NS_vRNA	225	706	1
79	NS_vRNA	225	769	2
80	NS_vRNA	230	248	1
81	NS_vRNA	230	509	2
82	NS_vRNA	230	527	1
83	NS_vRNA	230	656	1
84	NS_vRNA	230	685	1
85	NS_vRNA	231	679	1
86	NS_vRNA	233	665	2
87	NS_vRNA	237	423	1
88	NS_vRNA	238	768	3
89	NS_vRNA	243	605	1
90	NS_vRNA	243	694	2
91	NS_vRNA	245	685	1
92	NS_vRNA	246	806	1
93	NS_vRNA	248	669	1
94	NS_vRNA	249	579	1
95	NS_vRNA	250	296	1
96	NS_vRNA	252	546	2
97	NS_vRNA	252	690	2
98	NS_vRNA	255	773	1
99	NS_vRNA	256	611	3
100	NS_vRNA	258	705	2
101	NS_vRNA	261	751	1
102	NS_vRNA	262	730	3
103	NS_vRNA	264	534	1
104	NS_vRNA	264	740	1
105	NS_vRNA	269	831	2
106	NS_vRNA	271	536	1
107	NS_vRNA	272	767	1
108	NS_vRNA	273	503	1
109	NS_vRNA	275	551	1
110	NS_vRNA	278	407	1
111	NS_vRNA	278	463	4
112	NS_vRNA	281	636	5
113	NS_vRNA	282	397	1
114	NS_vRNA	283	296	1
115	NS_vRNA	283	652	1
116	NS_vRNA	283	762	4
117	NS_vRNA	284	610	3
118	NS_vRNA	284	657	1
119	NS_vRNA	287	715	2
120	NS_vRNA	288	720	3
121	NS_vRNA	289	713	7
122	NS_vRNA	292	599	1
123	NS_vRNA	295	608	1
124	NS_vRNA	295	786	6
125	NS_vRNA	296	638	4
126	NS_vRNA	297	467	3
127	NS_vRNA	297	636	1
128	NS_vRNA	304	652	1
129	NS_vRNA	305	830	1
130	NS_vRNA	306	562	3
131	NS_vRNA	306	616	1
132	NS_vRNA	307	645	1
133	NS_vRNA	309	361	1
134	NS_vRNA	309	652	1
135	NS_vRNA	310	636	1
136	NS_vRNA	311	534	1
137	NS_vRNA	322	357	2
138	NS_vRNA	323	780	1
139	NS_vRNA	329	544	1
140	NS_vRNA	337	465	1
141	NS_vRNA	337	562	2
142	NS_vRNA	337	800	7
143	NS_vRNA	339	358	2
144	NS_vRNA	348	616	1
145	NS_vRNA	350	791	1
146	NS_vRNA	351	409	2
147	NS_vRNA	354	524	1
148	NS_vRNA	354	735	1
149	NS_vRNA	354	837	1
150	NS_vRNA	357	682	1
151	NS_vRNA	358	810	1
152	NS_vRNA	359	596	2
153	NS_vRNA	360	482	2
154	NS_vRNA	365	536	1
155	NS_vRNA	366	507	1
156	NS_vRNA	367	518	1
157	NS_vRNA	367	552	2
158	NS_vRNA	379	397	3
