A00953:39:HTJFGDSXX:4:1206:17535:22905	NS_vRNA	458	479
A00953:39:HTJFGDSXX:4:1242:13792:5400	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1333:6623:14935	NS_vRNA	102	666
A00953:39:HTJFGDSXX:4:1334:15429:13526	NS_vRNA	770	815
A00953:39:HTJFGDSXX:4:1334:15637:15734	NS_vRNA	770	815
A00953:39:HTJFGDSXX:4:1335:15980:24251	NS_vRNA	262	806
A00953:39:HTJFGDSXX:4:1366:10710:4225	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1369:8675:32518	NS_vRNA	520	615
A00953:39:HTJFGDSXX:4:1369:30517:32643	NS_vRNA	321	631
A00953:39:HTJFGDSXX:4:2133:12897:28995	NS_vRNA	288	693
A00953:39:HTJFGDSXX:4:2135:11794:16250	NS_vRNA	201	589
A00953:39:HTJFGDSXX:4:2169:17409:8061	NS_vRNA	273	613
A00953:39:HTJFGDSXX:4:2324:10691:35603	NS_vRNA	174	719
A00953:39:HTJFGDSXX:4:2456:30273:25833	NS_vRNA	382	397
A00953:39:HTJFGDSXX:4:2511:26802:34820	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:2548:29839:13307	NS_vRNA	694	809
A00953:39:HTJFGDSXX:4:2607:18195:33317	NS_vRNA	218	565
A00953:39:HTJFGDSXX:4:2608:2537:36573	NS_vRNA	499	523
A00953:39:HTJFGDSXX:4:2645:15709:23719	NS_vRNA	781	822
A00953:39:HTJFGDSXX:4:1120:30906:5854	NS_vRNA	340	600
A00953:39:HTJFGDSXX:4:1210:16324:35744	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:1248:21359:3975	NS_vRNA	225	712
A00953:39:HTJFGDSXX:4:1303:4291:25895	NS_vRNA	343	691
A00953:39:HTJFGDSXX:4:1336:25192:34851	NS_vRNA	160	804
A00953:39:HTJFGDSXX:4:1337:25536:3599	NS_vRNA	160	804
A00953:39:HTJFGDSXX:4:1371:11568:13009	NS_vRNA	347	574
A00953:39:HTJFGDSXX:4:1372:28664:36949	NS_vRNA	634	654
A00953:39:HTJFGDSXX:4:1429:26756:15233	NS_vRNA	320	369
A00953:39:HTJFGDSXX:4:1465:1904:27430	NS_vRNA	207	863
A00953:39:HTJFGDSXX:4:1519:14000:1407	NS_vRNA	347	574
A00953:39:HTJFGDSXX:4:1520:19985:23516	NS_vRNA	148	738
A00953:39:HTJFGDSXX:4:1520:18032:25582	NS_vRNA	281	679
A00953:39:HTJFGDSXX:4:1520:11333:25817	NS_vRNA	273	613
A00953:39:HTJFGDSXX:4:1521:21784:4773	NS_vRNA	821	831
A00953:39:HTJFGDSXX:4:1553:32362:32049	NS_vRNA	137	772
A00953:39:HTJFGDSXX:4:1555:24108:28369	NS_vRNA	182	798
A00953:39:HTJFGDSXX:4:2103:29432:18208	NS_vRNA	343	691
A00953:39:HTJFGDSXX:4:2138:17345:19194	NS_vRNA	150	166
A00953:39:HTJFGDSXX:4:2141:18448:19100	NS_vRNA	144	236
A00953:39:HTJFGDSXX:4:2176:22815:19304	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:2270:29785:5979	NS_vRNA	711	731
A00953:39:HTJFGDSXX:4:2270:30129:6230	NS_vRNA	711	731
A00953:39:HTJFGDSXX:4:2272:11505:13745	NS_vRNA	340	600
A00953:39:HTJFGDSXX:4:2329:7952:3928	NS_vRNA	246	663
A00953:39:HTJFGDSXX:4:2364:28917:2284	NS_vRNA	394	624
A00953:39:HTJFGDSXX:4:2364:32533:14591	NS_vRNA	250	700
A00953:39:HTJFGDSXX:4:2424:11035:6668	NS_vRNA	275	553
A00953:39:HTJFGDSXX:4:2459:11143:30655	NS_vRNA	262	806
A00953:39:HTJFGDSXX:4:2518:9733:16000	NS_vRNA	321	631
A00953:39:HTJFGDSXX:4:2610:14751:36025	NS_vRNA	230	629
A00953:39:HTJFGDSXX:4:2650:16486:10222	NS_vRNA	140	639
A00953:39:HTJFGDSXX:4:1158:9462:7388	NS_vRNA	187	786
A00953:39:HTJFGDSXX:4:1160:4553:5995	NS_vRNA	356	648
A00953:39:HTJFGDSXX:4:1308:9299:24079	NS_vRNA	182	798
A00953:39:HTJFGDSXX:4:1340:27986:14043	NS_vRNA	307	645
A00953:39:HTJFGDSXX:4:1341:28366:11694	NS_vRNA	226	253
A00953:39:HTJFGDSXX:4:1341:28402:14481	NS_vRNA	226	253
A00953:39:HTJFGDSXX:4:1341:14787:36839	NS_vRNA	294	653
A00953:39:HTJFGDSXX:4:1342:12246:28119	NS_vRNA	338	545
A00953:39:HTJFGDSXX:4:1377:3568:20697	NS_vRNA	63	530
A00953:39:HTJFGDSXX:4:1378:18557:15029	NS_vRNA	247	273
A00953:39:HTJFGDSXX:4:1525:14678:25097	NS_vRNA	294	653
A00953:39:HTJFGDSXX:4:1525:11089:31313	NS_vRNA	144	236
A00953:39:HTJFGDSXX:4:1649:10357:7373	NS_vRNA	165	243
A00953:39:HTJFGDSXX:4:1650:30933:3552	NS_vRNA	541	799
A00953:39:HTJFGDSXX:4:2142:11758:17347	NS_vRNA	260	735
A00953:39:HTJFGDSXX:4:2143:9941:23406	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:2201:12807:33661	NS_vRNA	216	617
A00953:39:HTJFGDSXX:4:2274:17526:4852	NS_vRNA	215	254
A00953:39:HTJFGDSXX:4:2277:5159:3411	NS_vRNA	233	665
A00953:39:HTJFGDSXX:4:2277:6225:5541	NS_vRNA	182	798
A00953:39:HTJFGDSXX:4:2369:8947:36338	NS_vRNA	520	615
A00953:39:HTJFGDSXX:4:2370:14434:30342	NS_vRNA	262	806
A00953:39:HTJFGDSXX:4:2429:28899:37012	NS_vRNA	683	703
A00953:39:HTJFGDSXX:4:2556:21079:23343	NS_vRNA	91	702
A00953:39:HTJFGDSXX:4:2618:13205:31407	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:2653:4001:35603	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1163:8070:19319	NS_vRNA	321	631
A00953:39:HTJFGDSXX:4:1163:8097:19398	NS_vRNA	321	631
A00953:39:HTJFGDSXX:4:1163:27968:33520	NS_vRNA	218	737
A00953:39:HTJFGDSXX:4:1165:21513:6464	NS_vRNA	144	236
A00953:39:HTJFGDSXX:4:1347:12391:4695	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1347:30120:25661	NS_vRNA	354	478
A00953:39:HTJFGDSXX:4:1347:29532:25770	NS_vRNA	354	478
A00953:39:HTJFGDSXX:4:1402:27434:3818	NS_vRNA	137	674
A00953:39:HTJFGDSXX:4:1402:11252:21605	NS_vRNA	564	854
A00953:39:HTJFGDSXX:4:1403:23032:28541	NS_vRNA	167	731
A00953:39:HTJFGDSXX:4:1404:4670:24549	NS_vRNA	49	545
A00953:39:HTJFGDSXX:4:1436:27923:27242	NS_vRNA	821	831
A00953:39:HTJFGDSXX:4:1439:15564:29794	NS_vRNA	502	556
A00953:39:HTJFGDSXX:4:1562:28122:32440	NS_vRNA	187	201
A00953:39:HTJFGDSXX:4:1619:4472:17816	NS_vRNA	218	737
A00953:39:HTJFGDSXX:4:1654:15411:11992	NS_vRNA	222	511
A00953:39:HTJFGDSXX:4:1654:32832:13823	NS_vRNA	625	651
A00953:39:HTJFGDSXX:4:1655:12264:3067	NS_vRNA	109	460
A00953:39:HTJFGDSXX:4:2150:23954:20995	NS_vRNA	281	679
A00953:39:HTJFGDSXX:4:2278:10456:32346	NS_vRNA	198	605
A00953:39:HTJFGDSXX:4:2374:9010:8641	NS_vRNA	102	666
A00953:39:HTJFGDSXX:4:2375:9010:26146	NS_vRNA	120	144
A00953:39:HTJFGDSXX:4:2376:14000:14058	NS_vRNA	102	666
A00953:39:HTJFGDSXX:4:2470:31937:34882	NS_vRNA	250	700
A00953:39:HTJFGDSXX:4:2527:28610:11522	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:2564:13792:17832	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:2623:1895:31172	NS_vRNA	217	827
A00953:39:HTJFGDSXX:4:1103:6424:35978	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:1105:29360:6715	NS_vRNA	102	666
A00953:39:HTJFGDSXX:4:1139:26838:9361	NS_vRNA	625	651
A00953:39:HTJFGDSXX:4:1139:2817:9596	NS_vRNA	238	355
A00953:39:HTJFGDSXX:4:1170:2582:26068	NS_vRNA	109	460
A00953:39:HTJFGDSXX:4:1228:18186:18458	NS_vRNA	331	794
A00953:39:HTJFGDSXX:4:1231:14895:16391	NS_vRNA	321	631
A00953:39:HTJFGDSXX:4:1259:7717:8375	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:1261:24334:9189	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:1356:24469:24862	NS_vRNA	183	749
A00953:39:HTJFGDSXX:4:1407:5213:8578	NS_vRNA	457	493
A00953:39:HTJFGDSXX:4:1408:18141:22764	NS_vRNA	781	824
A00953:39:HTJFGDSXX:4:1501:20573:11945	NS_vRNA	660	707
A00953:39:HTJFGDSXX:4:1502:22535:7357	NS_vRNA	365	838
A00953:39:HTJFGDSXX:4:1502:22227:10457	NS_vRNA	365	838
A00953:39:HTJFGDSXX:4:1566:32470:34303	NS_vRNA	140	639
A00953:39:HTJFGDSXX:4:1569:1371:32831	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1631:24632:1595	NS_vRNA	113	155
A00953:39:HTJFGDSXX:4:2120:32786:9518	NS_vRNA	309	513
A00953:39:HTJFGDSXX:4:2121:30553:20494	NS_vRNA	340	600
A00953:39:HTJFGDSXX:4:2210:19452:30044	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:2211:6560:5181	NS_vRNA	372	520
A00953:39:HTJFGDSXX:4:2250:31665:26115	NS_vRNA	331	794
A00953:39:HTJFGDSXX:4:2250:19036:27696	NS_vRNA	347	574
A00953:39:HTJFGDSXX:4:2252:18747:36151	NS_vRNA	247	273
A00953:39:HTJFGDSXX:4:2305:7907:8703	NS_vRNA	131	691
A00953:39:HTJFGDSXX:4:2342:19072:1235	NS_vRNA	159	580
A00953:39:HTJFGDSXX:4:2342:19063:1251	NS_vRNA	159	580
A00953:39:HTJFGDSXX:4:2343:25057:26256	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:2403:18258:33802	NS_vRNA	231	320
A00953:39:HTJFGDSXX:4:2472:21992:5134	NS_vRNA	331	794
A00953:39:HTJFGDSXX:4:2472:7618:28588	NS_vRNA	541	799
A00953:39:HTJFGDSXX:4:2534:2853:3865	NS_vRNA	208	654
A00953:39:HTJFGDSXX:4:2534:26982:33160	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:1128:27941:31782	NS_vRNA	225	712
A00953:39:HTJFGDSXX:4:1129:6813:2613	NS_vRNA	301	616
A00953:39:HTJFGDSXX:4:1169:1814:10394	NS_vRNA	215	625
A00953:39:HTJFGDSXX:4:1170:16622:16157	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:1321:27877:8876	NS_vRNA	307	816
A00953:39:HTJFGDSXX:4:1349:23583:18317	NS_vRNA	785	829
A00953:39:HTJFGDSXX:4:1351:15727:9408	NS_vRNA	660	707
A00953:39:HTJFGDSXX:4:1352:13575:33552	NS_vRNA	307	816
A00953:39:HTJFGDSXX:4:1352:27778:34507	NS_vRNA	450	492
A00953:39:HTJFGDSXX:4:1413:26332:1877	NS_vRNA	217	827
A00953:39:HTJFGDSXX:4:1477:16848:12226	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1477:6189:13777	NS_vRNA	233	665
A00953:39:HTJFGDSXX:4:1539:32172:9612	NS_vRNA	343	691
A00953:39:HTJFGDSXX:4:1624:23945:28307	NS_vRNA	659	716
A00953:39:HTJFGDSXX:4:1661:28085:31469	NS_vRNA	109	460
A00953:39:HTJFGDSXX:4:1662:21938:11866	NS_vRNA	625	651
A00953:39:HTJFGDSXX:4:2115:7527:12242	NS_vRNA	159	178
A00953:39:HTJFGDSXX:4:2115:12753:19038	NS_vRNA	273	613
A00953:39:HTJFGDSXX:4:2213:16839:24987	NS_vRNA	676	717
A00953:39:HTJFGDSXX:4:2215:8974:2378	NS_vRNA	209	651
A00953:39:HTJFGDSXX:4:2442:7817:12336	NS_vRNA	246	663
A00953:39:HTJFGDSXX:4:2532:20772:4210	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:2571:11831:11804	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:2571:12174:12148	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:2631:8359:3129	NS_vRNA	249	263
A00953:39:HTJFGDSXX:4:2662:21043:20087	NS_vRNA	659	716
A00953:39:HTJFGDSXX:4:1107:11948:10254	NS_vRNA	365	838
A00953:39:HTJFGDSXX:4:1144:28058:4178	NS_vRNA	137	772
A00953:39:HTJFGDSXX:4:1176:6578:18270	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:1178:15600:9721	NS_vRNA	218	737
A00953:39:HTJFGDSXX:4:1268:26368:20415	NS_vRNA	734	761
A00953:39:HTJFGDSXX:4:1268:26268:34397	NS_vRNA	158	825
A00953:39:HTJFGDSXX:4:1449:14615:5541	NS_vRNA	230	614
A00953:39:HTJFGDSXX:4:1506:27814:24455	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:1542:7789:11036	NS_vRNA	343	691
A00953:39:HTJFGDSXX:4:1542:2591:18098	NS_vRNA	354	369
A00953:39:HTJFGDSXX:4:1544:31367:3176	NS_vRNA	140	639
A00953:39:HTJFGDSXX:4:1667:18132:24126	NS_vRNA	519	534
A00953:39:HTJFGDSXX:4:1668:12120:35947	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:2125:16902:25567	NS_vRNA	273	613
A00953:39:HTJFGDSXX:4:2160:2320:24612	NS_vRNA	140	639
A00953:39:HTJFGDSXX:4:2218:14479:15515	NS_vRNA	273	613
A00953:39:HTJFGDSXX:4:2314:27923:25363	NS_vRNA	322	613
A00953:39:HTJFGDSXX:4:2351:16016:27070	NS_vRNA	245	645
A00953:39:HTJFGDSXX:4:2445:27651:23766	NS_vRNA	215	254
A00953:39:HTJFGDSXX:4:2575:7600:35289	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:2577:16342:19774	NS_vRNA	478	538
A00953:39:HTJFGDSXX:4:2577:5593:36699	NS_vRNA	240	524
A00953:39:HTJFGDSXX:4:2670:26377:25034	NS_vRNA	109	460
A00953:39:HTJFGDSXX:4:2671:15835:26475	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1110:20925:16595	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1110:23565:26365	NS_vRNA	358	429
A00953:39:HTJFGDSXX:4:1145:31693:35274	NS_vRNA	337	800
A00953:39:HTJFGDSXX:4:1148:1714:2644	NS_vRNA	572	849
A00953:39:HTJFGDSXX:4:1205:4300:12978	NS_vRNA	140	639
A00953:39:HTJFGDSXX:4:1238:27651:7983	NS_vRNA	288	693
A00953:39:HTJFGDSXX:4:1239:27425:8531	NS_vRNA	263	691
A00953:39:HTJFGDSXX:4:1327:29215:18991	NS_vRNA	224	241
A00953:39:HTJFGDSXX:4:1327:22589:32002	NS_vRNA	287	735
A00953:39:HTJFGDSXX:4:1327:22887:32487	NS_vRNA	287	735
