segment	left	right	count
PB2_vRNA	348	2037	794
PB2_vRNA	348	2044	73
PB2_vRNA	348	2050	116
PB2_vRNA	348	2072	10
PB2_vRNA	348	2250	1
PB2_vRNA	348	2103	3
PB2_vRNA	348	2042	9
PB2_vRNA	348	2006	3
PB2_vRNA	348	2064	4
PB2_vRNA	348	2031	8
PB2_vRNA	348	2040	26
PB2_vRNA	348	2039	6
PB2_vRNA	348	2153	7
PB2_vRNA	348	1975	5
PB2_vRNA	348	2088	1
PB2_vRNA	348	2074	3
PB2_vRNA	348	2047	2
PB2_vRNA	348	2076	2
PB2_vRNA	348	2089	1
PB2_vRNA	348	2038	1
PB2_vRNA	348	2024	1
PB2_vRNA	213	2170	29121
PB2_vRNA	213	2184	76
PB2_vRNA	213	2142	8
PB2_vRNA	213	2215	3
PB2_vRNA	213	2102	13
PB2_vRNA	213	2234	33
PB2_vRNA	213	2135	12
PB2_vRNA	213	2209	2
PB2_vRNA	213	2226	6
PB2_vRNA	213	2232	5
PB2_vRNA	213	2144	1
PB2_vRNA	213	2211	4
PB2_vRNA	213	2208	6
PB2_vRNA	213	2150	1
PB2_vRNA	213	2146	3
PB2_vRNA	213	2254	2
PB2_vRNA	213	2154	3
PB2_vRNA	213	2188	3
PB2_vRNA	439	2059	3905
PB2_vRNA	439	1932	243
PB2_vRNA	439	497	44
PB2_vRNA	439	1981	210
PB2_vRNA	439	1922	6
PB2_vRNA	439	1950	4
PB2_vRNA	439	1982	15
PB2_vRNA	439	1957	21
PB2_vRNA	439	2032	10
PB2_vRNA	439	2099	43
PB2_vRNA	439	1904	11
PB2_vRNA	439	1974	4
PB2_vRNA	439	2048	3
PB2_vRNA	439	1718	4
PB2_vRNA	439	2041	10
PB2_vRNA	439	2038	1
PB2_vRNA	439	1899	2
PB2_vRNA	439	1810	2
PB2_vRNA	309	2138	30894
PB2_vRNA	309	2069	58
PB2_vRNA	309	2144	6
PB2_vRNA	309	2073	8
PB2_vRNA	309	2060	2
PB2_vRNA	309	2128	5
PB2_vRNA	309	2180	1
PB2_vRNA	309	2188	1
PB2_vRNA	309	2049	2
PB2_vRNA	379	2041	8702
PB2_vRNA	379	2043	119
PB2_vRNA	379	2058	32
PB2_vRNA	379	2036	3
PB2_vRNA	379	1980	1
PB2_vRNA	379	2085	13
PB2_vRNA	379	1982	8
PB2_vRNA	379	2102	5
PB2_vRNA	379	2025	1
PB2_vRNA	379	1997	7
PB2_vRNA	379	2067	1
PB2_vRNA	379	2116	4
PB2_vRNA	379	2009	1
PB2_vRNA	379	1909	2
PB2_vRNA	379	1941	1
PB2_vRNA	379	2076	1
PB2_vRNA	428	1911	3019
PB2_vRNA	428	1973	62
PB2_vRNA	428	2016	244
PB2_vRNA	428	1985	2
PB2_vRNA	428	2086	2
PB2_vRNA	428	2035	5
PB2_vRNA	428	2103	9
PB2_vRNA	428	2010	28
PB2_vRNA	428	1975	5
PB2_vRNA	428	2093	4
PB2_vRNA	428	1964	1
PB2_vRNA	428	2037	1
PB2_vRNA	401	2095	19255
PB2_vRNA	401	1993	10
PB2_vRNA	401	2012	15
PB2_vRNA	401	2107	2
PB2_vRNA	401	2058	16
PB2_vRNA	401	2018	7
PB2_vRNA	401	2084	10
PB2_vRNA	401	2033	12
PB2_vRNA	401	2035	3
PB2_vRNA	401	1897	2
PB2_vRNA	401	1887	1
PB2_vRNA	401	511	1
PB2_vRNA	401	2019	1
PB2_vRNA	401	2147	1
PB2_vRNA	401	2044	1
PB2_vRNA	401	2065	1
PB2_vRNA	188	2229	9913
PB2_vRNA	188	2213	1
PB2_vRNA	188	2215	123
PB2_vRNA	188	2136	10
PB2_vRNA	188	1780	2
PB2_vRNA	188	2181	19
PB2_vRNA	188	1878	12
PB2_vRNA	188	1865	10
PB2_vRNA	188	2212	15
PB2_vRNA	188	2166	19
PB2_vRNA	188	1833	1
PB2_vRNA	188	2102	8
PB2_vRNA	188	2049	7
PB2_vRNA	188	245	6
PB2_vRNA	188	2209	2
PB2_vRNA	188	2039	5
PB2_vRNA	188	2105	2
PB2_vRNA	188	1504	2
PB2_vRNA	188	1971	2
PB2_vRNA	293	2162	5893
PB2_vRNA	293	2192	33
PB2_vRNA	293	2196	17
PB2_vRNA	293	2073	46
PB2_vRNA	293	2195	20
PB2_vRNA	293	2015	105
PB2_vRNA	293	2212	4
PB2_vRNA	293	1926	60
PB2_vRNA	293	2173	5
PB2_vRNA	293	2158	72
PB2_vRNA	293	2219	14
PB2_vRNA	293	2223	9
PB2_vRNA	293	2145	9
PB2_vRNA	293	2170	26
PB2_vRNA	293	2175	3
PB2_vRNA	293	2132	22
PB2_vRNA	293	2128	4
PB2_vRNA	293	2156	8
PB2_vRNA	293	2190	6
PB2_vRNA	293	2082	5
PB2_vRNA	293	2209	3
PB2_vRNA	293	2256	6
PB2_vRNA	293	1986	2
PB2_vRNA	293	2134	3
PB2_vRNA	293	2146	5
PB2_vRNA	293	2181	2
PB2_vRNA	293	2152	2
PB2_vRNA	293	1988	11
PB2_vRNA	293	2260	4
PB2_vRNA	293	2090	4
PB2_vRNA	293	2185	9
PB2_vRNA	293	2163	3
PB2_vRNA	293	2072	6
PB2_vRNA	293	1984	1
PB2_vRNA	293	2109	10
PB2_vRNA	293	2093	3
PB2_vRNA	293	2030	2
PB2_vRNA	293	2177	2
PB2_vRNA	293	2108	1
PB2_vRNA	293	2028	5
PB2_vRNA	293	2249	2
PB2_vRNA	293	2204	1
PB2_vRNA	293	1958	1
PB2_vRNA	293	2019	2
PB2_vRNA	293	2171	1
PB2_vRNA	293	1990	1
PB2_vRNA	350	2075	17263
PB2_vRNA	350	2027	4360
PB2_vRNA	350	2068	115
PB2_vRNA	350	2184	2
PB2_vRNA	350	2008	23
PB2_vRNA	350	2117	5
PB2_vRNA	350	2112	44
PB2_vRNA	350	2116	35
PB2_vRNA	350	1955	7
PB2_vRNA	350	2076	4
PB2_vRNA	350	2165	4
PB2_vRNA	350	2035	1
PB2_vRNA	350	2052	8
PB2_vRNA	350	2022	4
PB2_vRNA	350	2106	9
PB2_vRNA	350	2126	2
PB2_vRNA	350	1998	3
PB2_vRNA	350	2081	11
PB2_vRNA	350	2018	11
PB2_vRNA	350	2070	4
PB2_vRNA	350	2038	3
PB2_vRNA	350	2037	11
PB2_vRNA	350	2074	11
PB2_vRNA	350	2148	1
PB2_vRNA	350	1939	3
PB2_vRNA	350	2032	2
PB2_vRNA	350	2208	2
PB2_vRNA	350	1987	3
PB2_vRNA	350	377	1
PB2_vRNA	350	2092	2
PB2_vRNA	350	481	1
PB2_vRNA	423	2036	3
PB2_vRNA	423	1988	96
PB2_vRNA	423	2001	5
PB2_vRNA	423	2059	2
PB2_vRNA	423	2050	4
PB2_vRNA	423	2033	2
PB2_vRNA	423	2038	3
PB2_vRNA	423	2029	4
PB2_vRNA	423	1958	6
PB2_vRNA	423	2037	15
PB2_vRNA	423	1982	14
PB2_vRNA	423	2028	8
PB2_vRNA	423	2069	14
PB2_vRNA	423	1862	7
PB2_vRNA	423	2053	8
PB2_vRNA	423	1809	14
PB2_vRNA	423	2004	1
PB2_vRNA	423	1396	1
PB2_vRNA	423	1921	1
PB2_vRNA	423	2115	7
PB2_vRNA	423	1985	5
PB2_vRNA	423	2049	4
PB2_vRNA	423	2046	8
PB2_vRNA	423	2166	3
PB2_vRNA	423	2025	9
PB2_vRNA	423	2052	2
PB2_vRNA	423	439	1
PB2_vRNA	423	2002	1
PB2_vRNA	423	2008	2
PB2_vRNA	423	2123	1
PB2_vRNA	423	2246	1
PB2_vRNA	423	1875	1
PB2_vRNA	423	2018	1
PB2_vRNA	276	2119	15
PB2_vRNA	276	2150	47
PB2_vRNA	276	2145	40
PB2_vRNA	276	2172	69
PB2_vRNA	276	2210	15
PB2_vRNA	276	2212	7
PB2_vRNA	276	290	32
PB2_vRNA	276	2142	10
PB2_vRNA	276	2126	18
PB2_vRNA	276	2194	53
PB2_vRNA	276	2253	6
PB2_vRNA	276	2203	8
PB2_vRNA	276	2138	12
PB2_vRNA	276	2163	63
PB2_vRNA	276	2135	24
PB2_vRNA	276	2118	11
PB2_vRNA	276	2183	26
PB2_vRNA	276	291	1
PB2_vRNA	276	2187	44
PB2_vRNA	276	2247	18
PB2_vRNA	276	2112	33
PB2_vRNA	276	2152	18
PB2_vRNA	276	2173	7
PB2_vRNA	276	2157	2
PB2_vRNA	276	2237	12
PB2_vRNA	276	2166	12
PB2_vRNA	276	2139	14
PB2_vRNA	276	2200	15
PB2_vRNA	276	2186	3
PB2_vRNA	276	1974	42
PB2_vRNA	276	2153	6
PB2_vRNA	276	2144	2
PB2_vRNA	276	2121	2
PB2_vRNA	276	2159	7
PB2_vRNA	276	2225	9
PB2_vRNA	276	2228	4
PB2_vRNA	276	1958	5
PB2_vRNA	276	2015	5
PB2_vRNA	276	2025	4
PB2_vRNA	276	2147	4
PB2_vRNA	276	2146	2
PB2_vRNA	276	2085	7
PB2_vRNA	276	2171	3
PB2_vRNA	276	2059	1
PB2_vRNA	276	2227	5
PB2_vRNA	276	2102	2
PB2_vRNA	276	2073	3
PB2_vRNA	276	2235	2
PB2_vRNA	276	2120	2
PB2_vRNA	276	2104	1
PB2_vRNA	276	2037	1
PB2_vRNA	276	2180	2
PB2_vRNA	276	2109	1
PB2_vRNA	276	2090	1
PB2_vRNA	216	2251	20513
PB2_vRNA	216	2246	13740
PB2_vRNA	216	2211	3793
PB2_vRNA	216	2233	546
PB2_vRNA	216	2182	7
PB2_vRNA	216	2201	170
PB2_vRNA	216	2134	15
PB2_vRNA	216	2180	144
PB2_vRNA	216	2135	22
PB2_vRNA	216	2236	31
PB2_vRNA	216	2144	521
PB2_vRNA	216	2151	25
PB2_vRNA	216	2083	12
PB2_vRNA	216	2205	96
PB2_vRNA	216	2179	21
PB2_vRNA	216	2191	2
PB2_vRNA	216	2184	151
PB2_vRNA	216	2243	27
PB2_vRNA	216	2102	59
PB2_vRNA	216	2166	32
PB2_vRNA	216	2226	20
PB2_vRNA	216	2213	15
PB2_vRNA	216	2078	1
PB2_vRNA	216	2069	4
PB2_vRNA	216	2057	14
PB2_vRNA	216	2138	31
PB2_vRNA	216	329	18
PB2_vRNA	216	2157	2
PB2_vRNA	216	2058	20
PB2_vRNA	216	2224	8
PB2_vRNA	216	2111	39
PB2_vRNA	216	2088	1
PB2_vRNA	216	1891	33
PB2_vRNA	216	2153	4
PB2_vRNA	216	2183	15
PB2_vRNA	216	2143	7
PB2_vRNA	216	2181	9
PB2_vRNA	216	2249	2
PB2_vRNA	216	2109	17
PB2_vRNA	216	2037	13
PB2_vRNA	216	2222	19
PB2_vRNA	216	2175	4
PB2_vRNA	216	2170	4
PB2_vRNA	216	2142	7
PB2_vRNA	216	2223	4
PB2_vRNA	216	2163	2
PB2_vRNA	216	2149	3
PB2_vRNA	216	2160	25
PB2_vRNA	216	2189	4
PB2_vRNA	216	2221	6
PB2_vRNA	216	2125	24
PB2_vRNA	216	252	2
PB2_vRNA	216	2146	2
PB2_vRNA	216	2120	4
PB2_vRNA	216	2245	6
PB2_vRNA	216	2152	8
PB2_vRNA	216	2010	4
PB2_vRNA	216	2193	1
PB2_vRNA	216	2229	5
PB2_vRNA	216	2112	1
PB2_vRNA	216	2155	1
PB2_vRNA	216	2252	18
PB2_vRNA	216	2250	7
PB2_vRNA	216	243	4
PB2_vRNA	216	2173	14
PB2_vRNA	216	2218	2
PB2_vRNA	216	2043	7
PB2_vRNA	216	1978	9
PB2_vRNA	216	1903	4
PB2_vRNA	216	2204	1
PB2_vRNA	216	2158	1
PB2_vRNA	216	2131	3
PB2_vRNA	216	228	2
PB2_vRNA	216	2260	5
PB2_vRNA	216	2232	3
PB2_vRNA	216	2139	2
PB2_vRNA	216	2167	4
PB2_vRNA	216	1892	1
PB2_vRNA	216	1836	4
PB2_vRNA	216	2235	1
PB2_vRNA	216	2244	4
PB2_vRNA	216	2187	2
PB2_vRNA	216	2036	1
PB2_vRNA	216	2209	1
PB2_vRNA	216	2023	1
PB2_vRNA	216	2238	1
PB2_vRNA	216	2172	1
PB2_vRNA	274	2138	1289
PB2_vRNA	274	2123	6569
PB2_vRNA	274	2184	10288
PB2_vRNA	274	284	58
PB2_vRNA	274	2119	54
PB2_vRNA	274	2095	93
PB2_vRNA	274	2062	39
PB2_vRNA	274	2200	90
PB2_vRNA	274	2173	45
PB2_vRNA	274	2244	28
PB2_vRNA	274	2120	17
PB2_vRNA	274	2246	8
PB2_vRNA	274	2182	19
PB2_vRNA	274	2193	55
PB2_vRNA	274	2137	1
PB2_vRNA	274	2174	32
PB2_vRNA	274	2091	1
PB2_vRNA	274	2098	12
PB2_vRNA	274	2146	4
PB2_vRNA	274	2155	32
PB2_vRNA	274	2216	2
PB2_vRNA	274	2136	9
PB2_vRNA	274	2082	20
PB2_vRNA	274	2222	16
PB2_vRNA	274	2196	9
PB2_vRNA	274	2149	27
PB2_vRNA	274	2201	13
PB2_vRNA	274	2203	5
PB2_vRNA	274	2195	14
PB2_vRNA	274	2040	11
PB2_vRNA	274	2211	3
PB2_vRNA	274	2260	23
PB2_vRNA	274	2148	3
PB2_vRNA	274	2054	5
PB2_vRNA	274	2124	2
PB2_vRNA	274	2192	1
PB2_vRNA	274	2171	5
PB2_vRNA	274	2206	9
PB2_vRNA	274	2097	1
PB2_vRNA	274	2110	5
PB2_vRNA	274	2104	1
PB2_vRNA	274	2235	1
PB2_vRNA	274	2134	8
PB2_vRNA	274	2013	4
PB2_vRNA	274	2188	2
PB2_vRNA	274	310	4
PB2_vRNA	274	2113	2
PB2_vRNA	274	2204	1
PB2_vRNA	274	2135	4
PB2_vRNA	274	2179	1
PB2_vRNA	274	2194	1
PB2_vRNA	427	2052	448
PB2_vRNA	427	2129	54
PB2_vRNA	427	1990	6
PB2_vRNA	427	1888	2
PB2_vRNA	427	438	31
PB2_vRNA	427	2093	5
PB2_vRNA	427	2151	5
PB2_vRNA	427	2200	3
PB2_vRNA	427	1845	7
PB2_vRNA	427	1895	2
PB2_vRNA	427	439	1
PB2_vRNA	427	2037	6
PB2_vRNA	427	1902	7
PB2_vRNA	427	2213	2
PB2_vRNA	427	1992	1
PB2_vRNA	366	2115	24719
PB2_vRNA	366	2038	27
PB2_vRNA	366	1998	1
PB2_vRNA	366	1981	2
PB2_vRNA	366	2102	2
PB2_vRNA	366	2053	11
PB2_vRNA	366	2028	21
PB2_vRNA	366	2054	5
PB2_vRNA	366	2046	4
PB2_vRNA	366	1982	5
PB2_vRNA	366	2085	2
PB2_vRNA	366	2036	9
PB2_vRNA	378	2028	3906
PB2_vRNA	378	1942	3
PB2_vRNA	378	2072	58
PB2_vRNA	378	2144	3
PB2_vRNA	378	1958	1
PB2_vRNA	378	2073	24
PB2_vRNA	378	2157	8
PB2_vRNA	378	2123	4
PB2_vRNA	378	2019	8
PB2_vRNA	378	2009	7
PB2_vRNA	378	2094	7
PB2_vRNA	378	2130	4
PB2_vRNA	378	2013	8
PB2_vRNA	378	1812	2
PB2_vRNA	378	1875	1
PB2_vRNA	378	2040	1
PB2_vRNA	378	1998	1
PB2_vRNA	378	2069	1
PB2_vRNA	291	2148	635
PB2_vRNA	291	2224	3
PB2_vRNA	291	2129	13
PB2_vRNA	291	2151	54
PB2_vRNA	291	2128	440
PB2_vRNA	291	2146	44
PB2_vRNA	291	2037	11
PB2_vRNA	291	2227	8
PB2_vRNA	291	2134	160
PB2_vRNA	291	2119	125
PB2_vRNA	291	1995	117
PB2_vRNA	291	2174	55
PB2_vRNA	291	2158	17
PB2_vRNA	291	2244	22
PB2_vRNA	291	2120	14
PB2_vRNA	291	2147	7
PB2_vRNA	291	2182	31
PB2_vRNA	291	2153	15
PB2_vRNA	291	2077	7
PB2_vRNA	291	403	26
PB2_vRNA	291	2165	30
PB2_vRNA	291	2216	5
PB2_vRNA	291	2010	22
PB2_vRNA	291	2125	1
PB2_vRNA	291	1983	1
PB2_vRNA	291	2193	4
PB2_vRNA	291	1894	1
PB2_vRNA	291	2038	1
PB2_vRNA	291	456	3
PB2_vRNA	291	2013	2
PB2_vRNA	291	2236	2
PB2_vRNA	291	2187	9
PB2_vRNA	291	2094	3
PB2_vRNA	291	2195	9
PB2_vRNA	291	2079	6
PB2_vRNA	291	2228	1
PB2_vRNA	291	2164	2
PB2_vRNA	291	2167	1
PB2_vRNA	291	2154	1
PB2_vRNA	291	2084	1
PB2_vRNA	279	2168	63
PB2_vRNA	279	2115	6
PB2_vRNA	279	2140	343
PB2_vRNA	279	2129	38
PB2_vRNA	279	2230	4
PB2_vRNA	279	2180	202
PB2_vRNA	279	2185	185
PB2_vRNA	279	2134	13
PB2_vRNA	279	2170	14
PB2_vRNA	279	2161	4
PB2_vRNA	279	2093	21
PB2_vRNA	279	2151	31
PB2_vRNA	279	2150	6
PB2_vRNA	279	2165	6
PB2_vRNA	279	2209	8
PB2_vRNA	279	2186	44
PB2_vRNA	279	2158	22
PB2_vRNA	279	2225	12
PB2_vRNA	279	1977	4
PB2_vRNA	279	2116	4
PB2_vRNA	279	2153	20
PB2_vRNA	279	2114	5
PB2_vRNA	279	2214	38
PB2_vRNA	279	2171	6
PB2_vRNA	279	2217	4
PB2_vRNA	279	2119	1
PB2_vRNA	279	2144	9
PB2_vRNA	279	2254	14
PB2_vRNA	279	2099	31
PB2_vRNA	279	2136	1
PB2_vRNA	279	2138	5
PB2_vRNA	279	2120	6
PB2_vRNA	279	2198	5
PB2_vRNA	279	2155	7
PB2_vRNA	279	2147	7
PB2_vRNA	279	2127	6
PB2_vRNA	279	2133	7
PB2_vRNA	279	1914	4
PB2_vRNA	279	2145	4
PB2_vRNA	279	2090	2
PB2_vRNA	279	2103	2
PB2_vRNA	279	2199	1
PB2_vRNA	279	2167	1
PB2_vRNA	279	2191	1
PB2_vRNA	279	2065	1
PB2_vRNA	279	2101	1
PB2_vRNA	279	1956	2
PB2_vRNA	279	2102	2
PB2_vRNA	279	2082	1
PB2_vRNA	214	2222	16541
PB2_vRNA	214	2095	164
PB2_vRNA	214	1778	17
PB2_vRNA	214	2069	8
PB2_vRNA	214	2182	21
PB2_vRNA	214	2166	29
PB2_vRNA	214	2226	19
PB2_vRNA	214	2205	3
PB2_vRNA	214	2165	7
PB2_vRNA	214	2243	2
PB2_vRNA	214	2180	2
PB2_vRNA	214	2195	2
PB2_vRNA	214	2046	6
PB2_vRNA	214	2244	5
PB2_vRNA	214	2223	3
PB2_vRNA	214	2184	4
PB2_vRNA	214	238	6
PB2_vRNA	214	2175	5
PB2_vRNA	214	789	3
PB2_vRNA	214	2209	2
PB2_vRNA	214	2163	1
PB2_vRNA	390	1597	22
PB2_vRNA	390	2058	1838
PB2_vRNA	390	1625	1
PB2_vRNA	390	2031	74
PB2_vRNA	390	2016	103
PB2_vRNA	390	2196	340
PB2_vRNA	390	2160	20
PB2_vRNA	390	2069	115
PB2_vRNA	390	2028	88
PB2_vRNA	390	2131	7
PB2_vRNA	390	2036	2
PB2_vRNA	390	2009	39
PB2_vRNA	390	2049	58
PB2_vRNA	390	2030	4
PB2_vRNA	390	2066	9
PB2_vRNA	390	2080	9
PB2_vRNA	390	1942	14
PB2_vRNA	390	2053	19
PB2_vRNA	390	2124	4
PB2_vRNA	390	2057	12
PB2_vRNA	390	2037	6
PB2_vRNA	390	2166	14
PB2_vRNA	390	2040	73
PB2_vRNA	390	1448	2
PB2_vRNA	390	1996	4
PB2_vRNA	390	2073	4
PB2_vRNA	390	2109	11
PB2_vRNA	390	1901	4
PB2_vRNA	390	1982	6
PB2_vRNA	390	1971	2
PB2_vRNA	390	1983	4
PB2_vRNA	390	1958	3
PB2_vRNA	390	2047	11
PB2_vRNA	390	1998	8
PB2_vRNA	390	2164	1
PB2_vRNA	390	2051	2
PB2_vRNA	390	1671	6
PB2_vRNA	390	1973	2
PB2_vRNA	390	1954	1
PB2_vRNA	390	1871	4
PB2_vRNA	390	2055	6
PB2_vRNA	390	2046	1
PB2_vRNA	390	2038	1
PB2_vRNA	390	2001	1
PB2_vRNA	390	2064	1
PB2_vRNA	390	2025	1
PB2_vRNA	515	1922	2067
PB2_vRNA	515	1957	4136
PB2_vRNA	515	1879	979
PB2_vRNA	515	1822	44
PB2_vRNA	515	1887	98
PB2_vRNA	515	1797	37
PB2_vRNA	515	527	2
PB2_vRNA	515	1923	71
PB2_vRNA	515	1908	86
PB2_vRNA	515	2187	61
PB2_vRNA	515	1861	4
PB2_vRNA	515	1897	12
PB2_vRNA	515	1932	22
PB2_vRNA	515	2065	2
PB2_vRNA	515	2044	3
PB2_vRNA	515	2238	2
PB2_vRNA	515	1884	5
PB2_vRNA	515	549	1
PB2_vRNA	515	1933	1
PB2_vRNA	531	2139	208
PB2_vRNA	531	2050	5
PB2_vRNA	531	1906	11
PB2_vRNA	531	1976	3
PB2_vRNA	252	2174	13106
PB2_vRNA	252	2168	1041
PB2_vRNA	252	2243	4
PB2_vRNA	252	2122	541
PB2_vRNA	252	1847	2
PB2_vRNA	252	2195	24
PB2_vRNA	252	2182	36
PB2_vRNA	252	2084	59
PB2_vRNA	252	2165	55
PB2_vRNA	252	1906	2
PB2_vRNA	252	2190	44
PB2_vRNA	252	2169	15
PB2_vRNA	252	2147	14
PB2_vRNA	252	2124	2
PB2_vRNA	252	2151	24
PB2_vRNA	252	2172	4
PB2_vRNA	252	1970	69
PB2_vRNA	252	2183	9
PB2_vRNA	252	2207	11
PB2_vRNA	252	2121	11
PB2_vRNA	252	2201	2
PB2_vRNA	252	2200	5
PB2_vRNA	252	2143	16
PB2_vRNA	252	2196	12
PB2_vRNA	252	2093	8
PB2_vRNA	252	2238	1
