segment	left	right	count
PB2_vRNA	284	2101	3002
PB2_vRNA	284	2197	4922
PB2_vRNA	284	2222	57
PB2_vRNA	284	2215	21
PB2_vRNA	284	2226	16
PB2_vRNA	284	2139	2
PB2_vRNA	284	2122	1
PB2_vRNA	284	2150	8
PB2_vRNA	284	2118	3
PB2_vRNA	284	2162	1
PB2_vRNA	329	2079	629
PB2_vRNA	329	2117	981
PB2_vRNA	329	399	58
PB2_vRNA	329	2050	29
PB2_vRNA	329	2181	22
PB2_vRNA	329	2118	7
PB2_vRNA	329	2036	23
PB2_vRNA	329	1994	133
PB2_vRNA	329	2082	16
PB2_vRNA	329	1995	3
PB2_vRNA	329	2070	21
PB2_vRNA	329	2172	11
PB2_vRNA	329	2221	6
PB2_vRNA	329	2194	1
PB2_vRNA	329	2180	3
PB2_vRNA	329	2099	3
PB2_vRNA	329	2153	15
PB2_vRNA	329	2216	5
PB2_vRNA	329	2145	3
PB2_vRNA	329	2201	4
PB2_vRNA	329	2085	5
PB2_vRNA	329	2016	1
PB2_vRNA	329	1983	3
PB2_vRNA	213	2170	21245
PB2_vRNA	213	2184	177
PB2_vRNA	213	2193	6
PB2_vRNA	213	2071	9
PB2_vRNA	213	2159	16
PB2_vRNA	213	2126	19
PB2_vRNA	213	2234	6
PB2_vRNA	213	2248	2
PB2_vRNA	213	2221	1
PB2_vRNA	213	2250	1
PB2_vRNA	213	269	1
PB2_vRNA	213	2094	1
PB2_vRNA	213	2213	1
PB2_vRNA	213	2154	1
PB2_vRNA	213	2209	1
PB2_vRNA	515	1957	2785
PB2_vRNA	515	1922	942
PB2_vRNA	515	1879	671
PB2_vRNA	515	1908	57
PB2_vRNA	515	1840	7
PB2_vRNA	515	2056	12
PB2_vRNA	515	1932	6
PB2_vRNA	515	1887	100
PB2_vRNA	515	1921	5
PB2_vRNA	515	2187	18
PB2_vRNA	515	1873	11
PB2_vRNA	515	1923	40
PB2_vRNA	515	1822	9
PB2_vRNA	515	1916	1
PB2_vRNA	515	1940	4
PB2_vRNA	515	527	1
PB2_vRNA	515	1860	1
PB2_vRNA	515	1897	1
PB2_vRNA	387	2070	1813
PB2_vRNA	387	2057	56
PB2_vRNA	387	2061	98
PB2_vRNA	387	2047	53
PB2_vRNA	387	2039	6
PB2_vRNA	387	2146	50
PB2_vRNA	387	501	7
PB2_vRNA	387	1983	23
PB2_vRNA	387	2000	20
PB2_vRNA	387	2062	23
PB2_vRNA	387	2071	7
PB2_vRNA	387	2125	8
PB2_vRNA	387	2037	11
PB2_vRNA	387	2017	7
PB2_vRNA	387	2027	17
PB2_vRNA	387	2068	3
PB2_vRNA	387	1993	10
PB2_vRNA	387	2053	4
PB2_vRNA	387	2119	7
PB2_vRNA	387	2054	1
PB2_vRNA	387	2038	11
PB2_vRNA	387	1915	1
PB2_vRNA	387	1998	2
PB2_vRNA	387	2099	2
PB2_vRNA	387	2149	5
PB2_vRNA	387	2105	3
PB2_vRNA	387	2098	1
PB2_vRNA	387	2006	1
PB2_vRNA	387	1971	1
PB2_vRNA	387	2193	1
PB2_vRNA	387	2025	1
PB2_vRNA	387	2019	2
PB2_vRNA	387	1673	2
PB2_vRNA	274	2123	3695
PB2_vRNA	274	2184	6261
PB2_vRNA	274	2138	729
PB2_vRNA	274	2062	153
PB2_vRNA	274	2130	23
PB2_vRNA	274	2107	68
PB2_vRNA	274	2165	20
