	segment	fivePrime	threePrime	counts
0	NS_vRNA	51	744	1
1	NS_vRNA	69	674	1
2	NS_vRNA	78	93	1
3	NS_vRNA	85	764	1
4	NS_vRNA	88	637	1
5	NS_vRNA	88	748	1
6	NS_vRNA	92	737	1
7	NS_vRNA	97	647	2
8	NS_vRNA	98	825	1
9	NS_vRNA	99	122	2
10	NS_vRNA	102	745	1
11	NS_vRNA	102	786	1
12	NS_vRNA	108	826	7
13	NS_vRNA	126	150	1
14	NS_vRNA	133	657	4
15	NS_vRNA	134	739	2
16	NS_vRNA	139	659	1
17	NS_vRNA	144	656	1
18	NS_vRNA	148	806	2
19	NS_vRNA	149	841	1
20	NS_vRNA	150	593	5
21	NS_vRNA	150	678	1
22	NS_vRNA	150	734	1
23	NS_vRNA	151	334	3
24	NS_vRNA	153	691	2
25	NS_vRNA	154	660	1
26	NS_vRNA	155	228	2
27	NS_vRNA	155	717	1
28	NS_vRNA	155	773	1
29	NS_vRNA	157	729	3
30	NS_vRNA	159	169	1
31	NS_vRNA	159	200	5
32	NS_vRNA	160	221	1
33	NS_vRNA	161	662	1
34	NS_vRNA	164	616	1
35	NS_vRNA	164	767	11
36	NS_vRNA	165	672	2
37	NS_vRNA	165	743	1
38	NS_vRNA	166	782	2
39	NS_vRNA	168	740	1
40	NS_vRNA	169	736	5
41	NS_vRNA	170	197	1
42	NS_vRNA	171	634	1
43	NS_vRNA	173	729	1
44	NS_vRNA	173	822	5
45	NS_vRNA	176	787	1
46	NS_vRNA	177	615	1
47	NS_vRNA	182	294	1
48	NS_vRNA	184	799	1
49	NS_vRNA	186	658	2
50	NS_vRNA	190	752	1
51	NS_vRNA	193	213	1
52	NS_vRNA	193	840	3
53	NS_vRNA	196	238	1
54	NS_vRNA	196	716	1
55	NS_vRNA	199	319	1
56	NS_vRNA	199	636	2
57	NS_vRNA	199	788	1
58	NS_vRNA	199	826	1
59	NS_vRNA	200	715	1
60	NS_vRNA	201	716	1
61	NS_vRNA	202	685	10
62	NS_vRNA	202	714	1
63	NS_vRNA	204	721	1
64	NS_vRNA	206	554	4
65	NS_vRNA	207	634	1
66	NS_vRNA	208	258	1
67	NS_vRNA	208	742	1
68	NS_vRNA	208	773	1
69	NS_vRNA	209	737	1
70	NS_vRNA	212	734	2
71	NS_vRNA	213	541	1
72	NS_vRNA	214	612	1
73	NS_vRNA	216	263	1
74	NS_vRNA	217	780	1
75	NS_vRNA	219	743	1
76	NS_vRNA	219	801	6
77	NS_vRNA	220	674	1
78	NS_vRNA	221	547	1
79	NS_vRNA	222	538	1
80	NS_vRNA	222	616	2
81	NS_vRNA	222	681	1
82	NS_vRNA	222	718	1
83	NS_vRNA	223	576	1
84	NS_vRNA	223	695	6
85	NS_vRNA	223	703	6
86	NS_vRNA	223	725	2
87	NS_vRNA	225	781	12
88	NS_vRNA	227	733	1
89	NS_vRNA	229	732	1
90	NS_vRNA	230	538	1
91	NS_vRNA	230	780	1
92	NS_vRNA	230	781	1
93	NS_vRNA	232	638	1
94	NS_vRNA	233	592	1
95	NS_vRNA	233	665	3
96	NS_vRNA	237	631	3
97	NS_vRNA	237	747	1
98	NS_vRNA	238	782	2
99	NS_vRNA	240	545	2
100	NS_vRNA	242	724	1
101	NS_vRNA	243	550	2
102	NS_vRNA	244	683	2
103	NS_vRNA	245	719	1
104	NS_vRNA	246	657	3
105	NS_vRNA	246	705	2
106	NS_vRNA	247	675	3
107	NS_vRNA	248	538	1
108	NS_vRNA	250	310	1
109	NS_vRNA	255	554	1
110	NS_vRNA	255	638	2
111	NS_vRNA	256	781	1
112	NS_vRNA	259	624	1
113	NS_vRNA	262	544	3
114	NS_vRNA	262	677	2
115	NS_vRNA	262	730	13
116	NS_vRNA	262	736	1
117	NS_vRNA	268	605	1
118	NS_vRNA	268	617	1
119	NS_vRNA	269	743	1
120	NS_vRNA	270	526	1
121	NS_vRNA	272	303	1
122	NS_vRNA	272	594	1
123	NS_vRNA	272	674	1
124	NS_vRNA	278	300	1
125	NS_vRNA	281	309	18
126	NS_vRNA	281	363	1
127	NS_vRNA	281	478	1
128	NS_vRNA	282	649	1
129	NS_vRNA	282	675	1
130	NS_vRNA	284	311	4
131	NS_vRNA	284	521	1
132	NS_vRNA	285	666	1
133	NS_vRNA	286	653	1
134	NS_vRNA	287	715	3
135	NS_vRNA	288	594	3
136	NS_vRNA	288	615	1
137	NS_vRNA	289	725	1
138	NS_vRNA	292	479	3
139	NS_vRNA	292	661	3
140	NS_vRNA	293	719	1
141	NS_vRNA	294	700	1
142	NS_vRNA	296	390	1
