	segment	fivePrime	threePrime	counts
0	NS_vRNA	41	716	1
1	NS_vRNA	67	95	1
2	NS_vRNA	69	674	1
3	NS_vRNA	74	90	2
4	NS_vRNA	84	717	1
5	NS_vRNA	85	738	1
6	NS_vRNA	85	756	1
7	NS_vRNA	104	117	1
8	NS_vRNA	108	711	13
9	NS_vRNA	109	649	3
10	NS_vRNA	112	650	2
11	NS_vRNA	113	749	1
12	NS_vRNA	117	781	2
13	NS_vRNA	118	731	1
14	NS_vRNA	122	207	2
15	NS_vRNA	123	654	6
16	NS_vRNA	128	544	1
17	NS_vRNA	129	722	2
18	NS_vRNA	130	166	3
19	NS_vRNA	137	825	1
20	NS_vRNA	139	162	1
21	NS_vRNA	140	639	1
22	NS_vRNA	141	759	1
23	NS_vRNA	142	614	1
24	NS_vRNA	142	718	1
25	NS_vRNA	143	272	1
26	NS_vRNA	144	236	1
27	NS_vRNA	144	684	1
28	NS_vRNA	145	675	1
29	NS_vRNA	146	185	1
30	NS_vRNA	147	780	1
31	NS_vRNA	148	762	1
32	NS_vRNA	149	274	2
33	NS_vRNA	149	651	1
34	NS_vRNA	150	785	2
35	NS_vRNA	159	710	1
36	NS_vRNA	160	769	3
37	NS_vRNA	165	784	2
38	NS_vRNA	168	684	3
39	NS_vRNA	171	674	1
40	NS_vRNA	173	703	1
41	NS_vRNA	174	689	1
42	NS_vRNA	175	822	2
43	NS_vRNA	178	716	16
44	NS_vRNA	182	598	1
45	NS_vRNA	182	798	1
46	NS_vRNA	184	727	2
47	NS_vRNA	187	216	3
48	NS_vRNA	187	656	7
49	NS_vRNA	187	683	3
50	NS_vRNA	190	664	9
51	NS_vRNA	190	683	4
52	NS_vRNA	192	235	1
53	NS_vRNA	196	804	1
54	NS_vRNA	197	232	2
55	NS_vRNA	197	775	3
56	NS_vRNA	197	812	2
57	NS_vRNA	199	227	1
58	NS_vRNA	199	738	2
59	NS_vRNA	199	807	4
60	NS_vRNA	200	231	2
61	NS_vRNA	202	230	2
62	NS_vRNA	202	254	1
63	NS_vRNA	202	678	1
64	NS_vRNA	202	781	3
65	NS_vRNA	203	678	1
66	NS_vRNA	204	685	2
67	NS_vRNA	209	659	2
68	NS_vRNA	211	703	2
69	NS_vRNA	213	718	9
70	NS_vRNA	214	550	3
71	NS_vRNA	216	712	3
72	NS_vRNA	217	614	1
73	NS_vRNA	219	574	1
74	NS_vRNA	219	701	1
75	NS_vRNA	219	738	2
76	NS_vRNA	221	262	1
77	NS_vRNA	221	714	1
78	NS_vRNA	222	600	1
79	NS_vRNA	223	676	1
80	NS_vRNA	225	447	1
81	NS_vRNA	225	703	1
82	NS_vRNA	228	826	2
83	NS_vRNA	229	650	1
84	NS_vRNA	230	661	1
