segment	left	right	count
PA_vRNA	139	1773	1219
PA_vRNA	139	326	12
PA_vRNA	139	1973	3
PA_vRNA	139	2135	8
PA_vRNA	139	1952	2
PA_vRNA	139	346	1
PA_vRNA	297	2045	54105
PA_vRNA	297	1982	1228
PA_vRNA	297	2003	6180
PA_vRNA	297	2038	243
PA_vRNA	297	2048	12264
PA_vRNA	297	1969	2620
PA_vRNA	297	2036	1978
PA_vRNA	297	2024	1155
PA_vRNA	297	2083	406
PA_vRNA	297	1995	13
PA_vRNA	297	2053	2
PA_vRNA	297	422	72
PA_vRNA	297	2028	7
PA_vRNA	297	2137	6
PA_vRNA	297	2074	14
PA_vRNA	297	2073	12
PA_vRNA	297	2054	43
PA_vRNA	297	309	10
PA_vRNA	297	1902	12
PA_vRNA	297	1931	7
PA_vRNA	297	362	3
PA_vRNA	297	2049	7
PA_vRNA	297	2021	3
PA_vRNA	297	2148	4
PA_vRNA	297	2026	2
PA_vRNA	297	1565	1
PA_vRNA	297	2023	1
PA_vRNA	297	2158	2
PA_vRNA	297	1913	1
PA_vRNA	318	1977	17735
PA_vRNA	318	2049	1608
PA_vRNA	318	2028	3922
PA_vRNA	318	2191	1713
PA_vRNA	318	2054	95
PA_vRNA	318	1995	98
PA_vRNA	318	1919	1739
PA_vRNA	318	2109	26
PA_vRNA	318	2071	68
PA_vRNA	318	1905	141
PA_vRNA	318	2015	39
PA_vRNA	318	1931	19
PA_vRNA	318	2012	12
PA_vRNA	318	2115	8
PA_vRNA	318	1998	30
PA_vRNA	318	2034	21
PA_vRNA	318	1999	11
PA_vRNA	318	1933	21
PA_vRNA	318	374	26
PA_vRNA	318	1988	13
PA_vRNA	318	2000	6
PA_vRNA	318	2077	36
PA_vRNA	318	1958	8
PA_vRNA	318	2064	5
PA_vRNA	318	1884	15
PA_vRNA	318	1982	66
PA_vRNA	318	1952	15
PA_vRNA	318	1974	12
PA_vRNA	318	2117	12
PA_vRNA	318	1987	19
PA_vRNA	318	1953	8
PA_vRNA	318	1800	1
PA_vRNA	318	2024	20
PA_vRNA	318	1845	13
PA_vRNA	318	1960	7
PA_vRNA	318	2017	1
PA_vRNA	318	1859	1
PA_vRNA	318	2027	1
PA_vRNA	318	2016	1
PA_vRNA	302	1994	14308
PA_vRNA	302	2026	3173
PA_vRNA	302	2020	1501
PA_vRNA	302	2083	132
PA_vRNA	302	2000	12
PA_vRNA	302	2044	183
PA_vRNA	302	2001	363
PA_vRNA	302	1986	13
PA_vRNA	302	2092	8
PA_vRNA	302	2035	59
PA_vRNA	302	1991	60
PA_vRNA	302	1892	1
PA_vRNA	302	2006	10
PA_vRNA	302	1945	18
PA_vRNA	302	2042	35
PA_vRNA	302	2007	8
PA_vRNA	302	1933	6
PA_vRNA	302	2008	7
PA_vRNA	302	2002	18
PA_vRNA	302	1965	7
PA_vRNA	302	2011	14
PA_vRNA	302	1881	1
PA_vRNA	302	2041	3
PA_vRNA	302	1475	1
PA_vRNA	302	2046	1
PA_vRNA	302	1951	1
PA_vRNA	302	2091	1
PA_vRNA	399	1890	19888
PA_vRNA	399	2006	4427
PA_vRNA	399	1870	4130
PA_vRNA	399	1948	26
PA_vRNA	399	1985	67
PA_vRNA	399	1928	7
PA_vRNA	399	2017	16
PA_vRNA	399	1842	4
PA_vRNA	399	1917	42
PA_vRNA	399	1953	10
PA_vRNA	399	2128	6
PA_vRNA	399	1934	1
PA_vRNA	399	1820	2
PA_vRNA	399	1716	2
PA_vRNA	399	2068	1
PA_vRNA	261	2056	5799
PA_vRNA	261	2041	1551
PA_vRNA	261	2044	101
PA_vRNA	261	368	2129
PA_vRNA	261	2006	116
PA_vRNA	261	2035	624
PA_vRNA	261	1992	8
PA_vRNA	261	2029	69
PA_vRNA	261	1975	80
PA_vRNA	261	2001	56
PA_vRNA	261	2099	6
PA_vRNA	261	2147	83
PA_vRNA	261	2024	7
PA_vRNA	261	363	20
PA_vRNA	261	2055	60
PA_vRNA	261	2031	33
PA_vRNA	261	2075	29
PA_vRNA	261	2113	63
PA_vRNA	261	285	30
PA_vRNA	261	2083	12
PA_vRNA	261	2064	35
PA_vRNA	261	2062	10
PA_vRNA	261	2131	13
PA_vRNA	261	1988	3
PA_vRNA	261	1957	8
PA_vRNA	261	2054	11
PA_vRNA	261	2072	12
PA_vRNA	261	2104	18
PA_vRNA	261	2134	2
PA_vRNA	261	1934	4
PA_vRNA	261	398	2
PA_vRNA	261	2026	5
PA_vRNA	261	2092	1
PA_vRNA	277	2034	55225
PA_vRNA	277	1943	787
PA_vRNA	277	2050	9788
PA_vRNA	277	2074	816
PA_vRNA	277	2070	343
PA_vRNA	277	2027	145
PA_vRNA	277	2024	165
PA_vRNA	277	2032	60
PA_vRNA	277	2052	59
PA_vRNA	277	2030	86
PA_vRNA	277	2021	333
PA_vRNA	277	2001	29
PA_vRNA	277	2008	42
PA_vRNA	277	2059	21
PA_vRNA	277	2089	11
PA_vRNA	277	1962	21
PA_vRNA	277	2075	40
PA_vRNA	277	2140	10
PA_vRNA	277	2043	6
PA_vRNA	277	1933	6
PA_vRNA	277	1930	4
PA_vRNA	277	2048	14
PA_vRNA	277	2097	1
PA_vRNA	277	2063	5
PA_vRNA	277	2086	4
PA_vRNA	277	1967	2
PA_vRNA	277	1999	3
PA_vRNA	277	1996	3
PA_vRNA	277	2056	1
PA_vRNA	277	2046	1
PA_vRNA	277	2060	1
PA_vRNA	213	2060	51218
PA_vRNA	213	391	5734
PA_vRNA	213	2118	99
PA_vRNA	213	1978	962
PA_vRNA	213	2102	159
PA_vRNA	213	2059	33
PA_vRNA	213	2101	210
PA_vRNA	213	2085	7
PA_vRNA	213	1974	21
PA_vRNA	213	2050	80
PA_vRNA	213	2107	25
PA_vRNA	213	1997	8
PA_vRNA	213	2082	24
PA_vRNA	213	2136	57
PA_vRNA	213	2043	262
PA_vRNA	213	2023	30
PA_vRNA	213	2108	118
PA_vRNA	213	2105	47
PA_vRNA	213	2106	9
PA_vRNA	213	2071	25
PA_vRNA	213	2067	15
PA_vRNA	213	2014	2
PA_vRNA	213	2028	3
PA_vRNA	213	1963	3
PA_vRNA	213	2104	6
PA_vRNA	213	2076	2
PA_vRNA	213	2073	15
PA_vRNA	213	2074	4
PA_vRNA	213	2032	2
PA_vRNA	213	2090	3
PA_vRNA	213	2046	2
PA_vRNA	213	2094	2
PA_vRNA	213	2155	1
PA_vRNA	213	2148	1
PA_vRNA	307	2068	18022
PA_vRNA	307	2050	25569
PA_vRNA	307	2001	503
PA_vRNA	307	2052	194
PA_vRNA	307	2009	1037
PA_vRNA	307	2000	133
PA_vRNA	307	1845	295
PA_vRNA	307	2032	723
PA_vRNA	307	1928	331
PA_vRNA	307	2022	311
PA_vRNA	307	2086	51
PA_vRNA	307	2046	253
PA_vRNA	307	1880	6
PA_vRNA	307	1876	1
PA_vRNA	307	1882	50
PA_vRNA	307	2064	5
PA_vRNA	307	2025	1
PA_vRNA	307	1961	19
PA_vRNA	307	2007	14
PA_vRNA	307	1941	31
PA_vRNA	307	2036	6
PA_vRNA	307	1989	6
PA_vRNA	307	2051	8
PA_vRNA	307	1998	17
PA_vRNA	307	2073	11
PA_vRNA	307	2049	22
PA_vRNA	307	2005	5
PA_vRNA	307	2045	3
PA_vRNA	307	1870	1
PA_vRNA	307	1921	2
PA_vRNA	307	1953	5
PA_vRNA	307	2012	1
PA_vRNA	307	1919	1
PA_vRNA	254	2069	53002
PA_vRNA	254	2058	389
PA_vRNA	254	2116	11
PA_vRNA	254	2026	124
PA_vRNA	254	2098	33
PA_vRNA	254	2073	125
PA_vRNA	254	1939	25
PA_vRNA	254	2047	203
PA_vRNA	254	2046	6
PA_vRNA	254	2101	12
PA_vRNA	254	2066	26
PA_vRNA	254	1992	40
PA_vRNA	254	2136	46
PA_vRNA	254	2065	40
PA_vRNA	254	2053	23
PA_vRNA	254	2108	2
PA_vRNA	254	2009	7
PA_vRNA	254	2124	14
PA_vRNA	254	2039	16
PA_vRNA	254	2107	11
PA_vRNA	254	1974	4
PA_vRNA	254	2060	7
PA_vRNA	254	2074	24
PA_vRNA	254	1896	19
PA_vRNA	254	1880	3
PA_vRNA	254	2067	2
PA_vRNA	254	2033	2
PA_vRNA	254	2092	2
PA_vRNA	254	2086	2
PA_vRNA	254	2022	1
PA_vRNA	1975	2089	50810
PA_vRNA	1975	2051	29
PA_vRNA	1975	2011	1
PA_vRNA	1975	2090	2
PA_vRNA	320	1988	22419
PA_vRNA	320	2056	377
PA_vRNA	320	2049	1297
PA_vRNA	320	1999	498
PA_vRNA	320	2052	8
PA_vRNA	320	2024	41
PA_vRNA	320	2053	38
PA_vRNA	320	2090	24
PA_vRNA	320	2057	14
PA_vRNA	320	1925	72
PA_vRNA	320	1961	273
PA_vRNA	320	1986	32
PA_vRNA	320	2032	38
PA_vRNA	320	2026	3
PA_vRNA	320	2015	46
PA_vRNA	320	2012	6
PA_vRNA	320	2115	39
PA_vRNA	320	2073	91
PA_vRNA	320	2075	14
PA_vRNA	320	1998	65
PA_vRNA	320	2028	45
PA_vRNA	320	1934	9
PA_vRNA	320	1972	142
PA_vRNA	320	2009	59
PA_vRNA	320	1990	35
PA_vRNA	320	2011	104
PA_vRNA	320	1960	11
PA_vRNA	320	1944	6
PA_vRNA	320	2017	2
PA_vRNA	320	2002	6
PA_vRNA	320	2048	30
PA_vRNA	320	2065	5
PA_vRNA	320	2104	14
PA_vRNA	320	2003	5
PA_vRNA	320	2147	8
PA_vRNA	320	1919	5
PA_vRNA	320	2064	34
PA_vRNA	320	2044	7
PA_vRNA	320	1953	2
PA_vRNA	320	2058	16
PA_vRNA	320	346	2
PA_vRNA	320	2001	21
PA_vRNA	320	2074	11
PA_vRNA	320	2007	5
PA_vRNA	320	2025	3
PA_vRNA	320	2119	4
PA_vRNA	320	2037	1
PA_vRNA	320	2041	5
PA_vRNA	320	1882	4
PA_vRNA	320	1834	3
PA_vRNA	320	2038	8
PA_vRNA	320	1994	2
PA_vRNA	320	2106	1
PA_vRNA	320	2042	3
PA_vRNA	320	1948	2
PA_vRNA	320	330	3
PA_vRNA	320	1958	1
PA_vRNA	320	2054	2
PA_vRNA	320	1922	1
PA_vRNA	320	2136	1
PA_vRNA	320	1897	1
PA_vRNA	320	1941	2
PA_vRNA	320	2020	1
PA_vRNA	321	2025	10761
PA_vRNA	321	1977	9072
PA_vRNA	321	2031	1279
PA_vRNA	321	1925	16
PA_vRNA	321	2095	219
PA_vRNA	321	2032	19
PA_vRNA	321	1882	313
PA_vRNA	321	1862	232
PA_vRNA	321	1980	61
PA_vRNA	321	1967	6
PA_vRNA	321	2117	16
PA_vRNA	321	1916	128
PA_vRNA	321	2006	4
PA_vRNA	321	2021	14
PA_vRNA	321	2060	8
PA_vRNA	321	2097	12
PA_vRNA	321	2022	10
PA_vRNA	321	1953	4
PA_vRNA	321	1956	7
PA_vRNA	321	2049	5
PA_vRNA	321	1994	7
PA_vRNA	321	1961	38
PA_vRNA	321	1988	5
PA_vRNA	321	2034	10
PA_vRNA	321	2001	5
PA_vRNA	321	1976	12
PA_vRNA	321	2016	12
PA_vRNA	321	1962	1
PA_vRNA	321	2041	12
PA_vRNA	321	1960	3
PA_vRNA	321	1989	5
PA_vRNA	321	1760	5
PA_vRNA	321	1901	2
PA_vRNA	321	1958	4
PA_vRNA	321	2030	2
PA_vRNA	321	2005	2
PA_vRNA	321	334	1
PA_vRNA	321	1997	8
PA_vRNA	321	1931	4
PA_vRNA	321	2072	3
PA_vRNA	321	1865	3
PA_vRNA	321	1890	1
PA_vRNA	321	1919	2
PA_vRNA	321	1973	1
PA_vRNA	308	2003	886
PA_vRNA	308	2032	6562
PA_vRNA	308	2144	752
PA_vRNA	308	1960	741
PA_vRNA	308	1982	741
PA_vRNA	308	2057	12
PA_vRNA	308	2036	206
PA_vRNA	308	1995	213
PA_vRNA	308	1997	44
PA_vRNA	308	2045	34
PA_vRNA	308	362	8
PA_vRNA	308	2060	40
PA_vRNA	308	2051	2
PA_vRNA	308	395	2
PA_vRNA	308	1973	20
PA_vRNA	308	2012	19
PA_vRNA	308	2048	10
PA_vRNA	308	1956	13
PA_vRNA	308	1937	6
PA_vRNA	308	2015	7
PA_vRNA	308	2120	4
PA_vRNA	308	1927	1
PA_vRNA	308	2021	3
PA_vRNA	308	2063	2
PA_vRNA	308	2016	1
PA_vRNA	308	1872	2
PA_vRNA	360	1937	383
PA_vRNA	360	2068	1760
PA_vRNA	360	1941	824
PA_vRNA	360	2087	17
PA_vRNA	360	2012	88
PA_vRNA	360	2008	43
PA_vRNA	360	1995	239
PA_vRNA	360	2009	167
PA_vRNA	360	2032	37
PA_vRNA	360	1854	19
PA_vRNA	360	1925	5
PA_vRNA	360	385	24
PA_vRNA	360	372	6
PA_vRNA	360	2006	8
PA_vRNA	360	1958	18
PA_vRNA	360	2022	18
PA_vRNA	360	1938	22
PA_vRNA	360	2005	18
PA_vRNA	360	2028	25
PA_vRNA	360	1902	3
PA_vRNA	360	2025	8
PA_vRNA	360	1802	4
PA_vRNA	360	1940	1
PA_vRNA	360	2067	1
PA_vRNA	360	2030	3
PA_vRNA	360	1931	3
PA_vRNA	360	1961	4
PA_vRNA	360	448	6
PA_vRNA	360	1981	2
PA_vRNA	360	1917	1
PA_vRNA	360	2031	2
PA_vRNA	298	2022	10956
PA_vRNA	298	2158	41597
PA_vRNA	298	2028	582
PA_vRNA	298	2044	740
PA_vRNA	298	2058	104
PA_vRNA	298	2046	14
PA_vRNA	298	433	45
PA_vRNA	298	2105	18
PA_vRNA	298	1873	1
PA_vRNA	298	1972	55
PA_vRNA	298	1941	51
PA_vRNA	298	1993	35
PA_vRNA	298	2074	76
PA_vRNA	298	343	4
PA_vRNA	298	1977	9
PA_vRNA	298	2049	26
PA_vRNA	298	2043	1
PA_vRNA	298	2068	6
PA_vRNA	298	2035	8
