segment	left	right	count
PB1_vRNA	303	2154	421
PB1_vRNA	303	2168	5751
PB1_vRNA	303	2135	270
PB1_vRNA	303	2230	1405
PB1_vRNA	303	353	18
PB1_vRNA	303	2150	18
PB1_vRNA	303	2209	14
PB1_vRNA	303	2111	12
PB1_vRNA	303	2158	5
PB1_vRNA	303	2088	3
PB1_vRNA	303	2184	1
PB1_vRNA	303	2007	4
PB1_vRNA	303	2129	1
PB1_vRNA	303	381	3
PB1_vRNA	303	2063	3
PB1_vRNA	303	2030	7
PB1_vRNA	303	2043	9
PB1_vRNA	303	2034	2
PB1_vRNA	303	2146	2
PB1_vRNA	303	2009	1
PB1_vRNA	303	2159	1
PB1_vRNA	303	2051	1
PB1_vRNA	276	294	227
PB1_vRNA	276	2031	9512
PB1_vRNA	276	2159	11
PB1_vRNA	276	2103	521
PB1_vRNA	276	2102	4
PB1_vRNA	276	2096	100
PB1_vRNA	276	2087	20
PB1_vRNA	276	2111	105
PB1_vRNA	276	2063	52
PB1_vRNA	276	2155	2
PB1_vRNA	276	2072	51
PB1_vRNA	276	2100	15
PB1_vRNA	276	2093	1
PB1_vRNA	276	2141	6
PB1_vRNA	276	2064	3
PB1_vRNA	276	2061	1
PB1_vRNA	276	2084	5
PB1_vRNA	276	2142	3
PB1_vRNA	276	302	3
PB1_vRNA	276	2210	3
PB1_vRNA	276	2125	1
PB1_vRNA	276	2168	5
PB1_vRNA	276	2048	2
PB1_vRNA	276	2149	3
PB1_vRNA	276	2137	1
PB1_vRNA	276	2078	1
PB1_vRNA	430	2044	187
PB1_vRNA	430	2184	1710
PB1_vRNA	430	2026	40
PB1_vRNA	430	2149	22
PB1_vRNA	430	2121	5
PB1_vRNA	430	1997	2
PB1_vRNA	430	1994	5
PB1_vRNA	430	2159	1
PB1_vRNA	430	2075	2
PB1_vRNA	430	2005	8
PB1_vRNA	430	2011	10
PB1_vRNA	430	1990	9
PB1_vRNA	430	2065	3
PB1_vRNA	430	1977	12
PB1_vRNA	430	2021	5
PB1_vRNA	430	1967	2
PB1_vRNA	430	2132	2
PB1_vRNA	430	1932	1
PB1_vRNA	430	2113	1
PB1_vRNA	430	2033	6
PB1_vRNA	430	2172	2
PB1_vRNA	430	1904	3
PB1_vRNA	430	2027	1
PB1_vRNA	430	1892	1
PB1_vRNA	430	2037	3
PB1_vRNA	430	2038	1
PB1_vRNA	430	2007	1
PB1_vRNA	294	2165	12644
PB1_vRNA	294	2144	2466
PB1_vRNA	294	2179	3
PB1_vRNA	294	2169	9
PB1_vRNA	294	2101	1
PB1_vRNA	294	2172	17
PB1_vRNA	294	2148	8
PB1_vRNA	294	2039	2
PB1_vRNA	294	2142	6
PB1_vRNA	294	2185	10
PB1_vRNA	294	2202	4
PB1_vRNA	294	2151	10
PB1_vRNA	294	2073	2
PB1_vRNA	294	2180	27
PB1_vRNA	294	2194	4
PB1_vRNA	294	2152	2
PB1_vRNA	294	2150	3
PB1_vRNA	294	2140	3
PB1_vRNA	294	2217	9
PB1_vRNA	294	2136	12
PB1_vRNA	294	2171	12
PB1_vRNA	294	2205	3
PB1_vRNA	294	2109	2
PB1_vRNA	294	1954	3
PB1_vRNA	294	2207	4
PB1_vRNA	294	2120	1
PB1_vRNA	294	2130	1
PB1_vRNA	294	2174	3
PB1_vRNA	294	2157	1
PB1_vRNA	294	2191	2
PB1_vRNA	294	2159	1
PB1_vRNA	294	2113	1
PB1_vRNA	261	2190	5217
PB1_vRNA	261	2169	4455
PB1_vRNA	261	2151	10
PB1_vRNA	261	2147	66
PB1_vRNA	261	2172	26
PB1_vRNA	261	2180	16
PB1_vRNA	261	2139	40
PB1_vRNA	261	2173	10
PB1_vRNA	261	2146	7
PB1_vRNA	261	2089	2
PB1_vRNA	261	2124	14
PB1_vRNA	261	2013	1
PB1_vRNA	261	2120	1
PB1_vRNA	261	2148	7
PB1_vRNA	261	2182	2
PB1_vRNA	261	2200	5
PB1_vRNA	261	2189	2
