segment	left	right	count
PA_vRNA	537	1868	813
PA_vRNA	537	1705	1148
PA_vRNA	537	2020	32
PA_vRNA	537	2011	3320
PA_vRNA	537	1653	277
PA_vRNA	537	1717	184
PA_vRNA	537	1836	2584
PA_vRNA	537	1848	51
PA_vRNA	537	1863	455
PA_vRNA	537	1789	465
PA_vRNA	537	2013	13
PA_vRNA	537	1978	27
PA_vRNA	537	1888	73
PA_vRNA	537	1710	24
PA_vRNA	537	1855	25
PA_vRNA	537	1821	19
PA_vRNA	537	1700	29
PA_vRNA	537	1921	5
PA_vRNA	537	1891	76
PA_vRNA	537	1913	29
PA_vRNA	537	2104	23
PA_vRNA	537	2041	2
PA_vRNA	537	1784	20
PA_vRNA	537	2042	10
PA_vRNA	537	1907	22
PA_vRNA	537	1671	6
PA_vRNA	537	1749	12
PA_vRNA	537	1813	21
PA_vRNA	537	1803	1
PA_vRNA	537	1727	4
PA_vRNA	537	1831	33
PA_vRNA	537	1728	13
PA_vRNA	537	1968	4
PA_vRNA	537	1741	1
PA_vRNA	537	1800	4
PA_vRNA	537	1785	1
PA_vRNA	537	1714	5
PA_vRNA	537	1841	2
PA_vRNA	537	1820	1
PA_vRNA	537	1994	1
PA_vRNA	537	1858	7
PA_vRNA	537	1695	2
PA_vRNA	537	1909	6
PA_vRNA	537	1986	1
PA_vRNA	537	1926	8
PA_vRNA	537	1874	1
PA_vRNA	537	1959	2
PA_vRNA	537	1787	3
PA_vRNA	537	1945	3
PA_vRNA	537	1645	3
PA_vRNA	537	2056	1
PA_vRNA	537	1743	3
PA_vRNA	297	2048	16912
PA_vRNA	297	2045	77450
PA_vRNA	297	1969	3806
PA_vRNA	297	2003	7319
PA_vRNA	297	1982	1479
PA_vRNA	297	2024	1762
PA_vRNA	297	2041	6
PA_vRNA	297	2083	413
PA_vRNA	297	2036	2048
PA_vRNA	297	2038	417
PA_vRNA	297	1963	10
PA_vRNA	297	1959	1
PA_vRNA	297	309	25
PA_vRNA	297	2028	12
PA_vRNA	297	1995	39
PA_vRNA	297	2148	17
PA_vRNA	297	2021	3
PA_vRNA	297	422	13
PA_vRNA	297	2032	31
PA_vRNA	297	2077	3
PA_vRNA	297	2079	4
PA_vRNA	297	2052	11
PA_vRNA	297	1902	7
PA_vRNA	297	2007	11
PA_vRNA	297	2073	25
PA_vRNA	297	1565	7
PA_vRNA	297	2105	16
PA_vRNA	297	2012	6
PA_vRNA	297	2053	1
PA_vRNA	297	2062	1
PA_vRNA	297	2026	2
PA_vRNA	297	1941	8
PA_vRNA	297	2090	1
PA_vRNA	297	2014	2
PA_vRNA	297	2064	8
PA_vRNA	297	1927	1
PA_vRNA	297	2159	1
PA_vRNA	297	362	1
PA_vRNA	234	2115	20586
PA_vRNA	234	2104	30734
PA_vRNA	234	1989	109
PA_vRNA	234	2075	477
PA_vRNA	234	2021	19
