segment	left	right	count
PA_vRNA	275	2042	1421
PA_vRNA	275	2041	2014
PA_vRNA	275	2005	9005
PA_vRNA	275	2050	16603
PA_vRNA	275	2051	14896
PA_vRNA	275	2083	2759
PA_vRNA	275	2062	209
PA_vRNA	275	2035	292
PA_vRNA	275	2044	579
PA_vRNA	275	299	196
PA_vRNA	275	2134	54
PA_vRNA	275	1859	59
PA_vRNA	275	2034	22
PA_vRNA	275	2064	11
PA_vRNA	275	2013	16
PA_vRNA	275	2020	41
PA_vRNA	275	1959	3
PA_vRNA	275	1314	29
PA_vRNA	275	1981	3
PA_vRNA	275	2054	7
PA_vRNA	275	1934	2
PA_vRNA	275	286	3
PA_vRNA	275	284	1
PA_vRNA	275	2030	1
PA_vRNA	275	2006	1
PA_vRNA	290	2041	14610
PA_vRNA	290	2056	21753
PA_vRNA	290	2051	32313
PA_vRNA	290	2031	25995
PA_vRNA	290	2002	80
PA_vRNA	290	1934	20
PA_vRNA	290	2030	387
PA_vRNA	290	1988	84
PA_vRNA	290	1981	33
PA_vRNA	290	2111	132
PA_vRNA	290	1907	76
PA_vRNA	290	2037	23
PA_vRNA	290	1879	6
PA_vRNA	290	1994	15
PA_vRNA	290	1999	156
PA_vRNA	290	1874	153
PA_vRNA	290	1955	13
PA_vRNA	290	2043	4
PA_vRNA	290	2011	45
PA_vRNA	290	1985	33
PA_vRNA	290	447	36
PA_vRNA	290	394	6
PA_vRNA	290	2076	1
PA_vRNA	290	2072	3
PA_vRNA	290	1986	3
PA_vRNA	290	2064	12
PA_vRNA	290	1976	4
PA_vRNA	290	2089	12
PA_vRNA	290	1958	9
PA_vRNA	290	2067	1
PA_vRNA	290	1904	2
PA_vRNA	290	1847	4
PA_vRNA	290	2023	1
PA_vRNA	290	2102	1
PA_vRNA	290	2087	1
PA_vRNA	290	2005	1
PA_vRNA	290	1940	3
PA_vRNA	290	2019	1
PA_vRNA	290	1906	1
PA_vRNA	290	2147	1
PA_vRNA	2099	2124	15897
PA_vRNA	2099	2158	109
PA_vRNA	2099	2123	2
PA_vRNA	2099	2125	1
PA_vRNA	181	2074	43072
PA_vRNA	181	2046	27
PA_vRNA	181	2012	31
PA_vRNA	181	1799	6
PA_vRNA	181	1998	4
PA_vRNA	181	2075	1
PA_vRNA	334	2030	35485
PA_vRNA	334	2053	4
PA_vRNA	334	2121	7
PA_vRNA	334	2027	492
PA_vRNA	334	1962	31
PA_vRNA	334	2055	182
PA_vRNA	334	1948	2
PA_vRNA	334	2052	49
PA_vRNA	334	2032	104
PA_vRNA	334	2073	111
PA_vRNA	334	2023	73
PA_vRNA	334	1907	26
PA_vRNA	334	1963	28
PA_vRNA	334	2018	315
PA_vRNA	334	1906	10
PA_vRNA	334	1971	19
PA_vRNA	334	1941	67
PA_vRNA	334	2003	91
