segment	left	right	count
NA_vRNA	176	1302	5856
NA_vRNA	176	1296	18
NA_vRNA	176	1040	6
NA_vRNA	176	1077	3
NA_vRNA	176	1047	2
NA_vRNA	176	1225	2
NA_vRNA	176	1328	6
NA_vRNA	176	1076	5
NA_vRNA	176	1259	1
NA_vRNA	176	1062	2
NA_vRNA	170	1297	17400
NA_vRNA	170	1320	11
NA_vRNA	170	1288	3
NA_vRNA	170	1322	16
NA_vRNA	170	1321	20
NA_vRNA	170	1258	8
NA_vRNA	170	1075	4
NA_vRNA	170	1214	7
NA_vRNA	170	1087	5
NA_vRNA	170	1254	2
NA_vRNA	170	1174	8
NA_vRNA	170	1206	4
NA_vRNA	170	1259	4
NA_vRNA	170	1298	1
NA_vRNA	143	1318	161
NA_vRNA	143	1181	5
NA_vRNA	143	1296	3
NA_vRNA	143	1207	8
NA_vRNA	143	1300	5
NA_vRNA	143	1340	2
NA_vRNA	143	1345	4
NA_vRNA	143	1195	4
NA_vRNA	143	1042	2
NA_vRNA	143	1264	1
NA_vRNA	143	1169	3
NA_vRNA	430	1064	2935
NA_vRNA	430	1006	3
NA_vRNA	430	841	1
NA_vRNA	233	1365	355
NA_vRNA	233	1328	7
NA_vRNA	233	1300	15
NA_vRNA	233	1227	1
NA_vRNA	233	1141	2
NA_vRNA	233	1259	2
NA_vRNA	233	1110	1
NA_vRNA	233	929	1
NA_vRNA	271	1335	422
NA_vRNA	271	1337	7
NA_vRNA	271	1327	2
NA_vRNA	271	1158	5
NA_vRNA	243	1323	6817
NA_vRNA	243	1196	12
NA_vRNA	1229	1254	18
NA_vRNA	275	1105	10
NA_vRNA	275	1123	6
NA_vRNA	275	1096	16
NA_vRNA	275	1117	4
NA_vRNA	275	1112	1
NA_vRNA	275	1322	1
NA_vRNA	275	1171	3
NA_vRNA	275	1336	15
NA_vRNA	275	1367	2
NA_vRNA	275	1155	8
NA_vRNA	275	1179	1
NA_vRNA	275	1120	7
NA_vRNA	275	1176	4
NA_vRNA	275	1317	2
NA_vRNA	275	1159	10
NA_vRNA	275	1355	7
NA_vRNA	275	1151	2
NA_vRNA	275	1186	1
NA_vRNA	275	1128	3
NA_vRNA	275	1324	1
NA_vRNA	275	1184	2
NA_vRNA	275	1347	3
NA_vRNA	275	1185	7
NA_vRNA	275	1196	5
NA_vRNA	275	1118	2
NA_vRNA	275	1238	1
NA_vRNA	275	1098	3
NA_vRNA	275	1261	1
NA_vRNA	275	1214	4
NA_vRNA	275	1163	2
NA_vRNA	275	1158	3
NA_vRNA	275	1099	1
NA_vRNA	275	1122	1
NA_vRNA	275	1372	1
NA_vRNA	275	1349	1
NA_vRNA	275	1172	1
NA_vRNA	275	1067	1
NA_vRNA	275	1116	1
NA_vRNA	275	1102	1
NA_vRNA	275	1115	1
NA_vRNA	76	984	1158
NA_vRNA	76	1266	3
NA_vRNA	76	93	21
NA_vRNA	76	1259	5
NA_vRNA	76	1272	9
NA_vRNA	76	233	2
NA_vRNA	76	1212	2
NA_vRNA	76	102	1
NA_vRNA	127	1343	6302
NA_vRNA	127	1326	4
NA_vRNA	127	1242	11
NA_vRNA	127	1229	1
NA_vRNA	127	1261	6
NA_vRNA	127	1299	1
NA_vRNA	127	1096	1
NA_vRNA	194	1311	1590
NA_vRNA	194	1228	345
NA_vRNA	194	1316	4
NA_vRNA	194	1261	25
NA_vRNA	194	1271	32
NA_vRNA	194	1301	2
NA_vRNA	194	1346	7
NA_vRNA	194	1270	2
NA_vRNA	194	1322	7
NA_vRNA	194	1264	4
NA_vRNA	194	1243	4
NA_vRNA	194	1113	1
NA_vRNA	194	1343	1
NA_vRNA	194	1378	2
NA_vRNA	194	1340	5
NA_vRNA	194	1280	2
NA_vRNA	194	1273	7
NA_vRNA	194	1071	1
NA_vRNA	194	1259	1
NA_vRNA	194	1348	2
NA_vRNA	194	1328	1
NA_vRNA	194	1279	2
NA_vRNA	194	1324	2
NA_vRNA	194	1254	3
NA_vRNA	194	1318	6
NA_vRNA	194	1299	1
NA_vRNA	194	1198	2
NA_vRNA	194	1269	1
NA_vRNA	136	1303	3053
NA_vRNA	136	1361	1
NA_vRNA	136	209	45
NA_vRNA	136	1295	6
NA_vRNA	136	1304	8
NA_vRNA	136	1260	3
NA_vRNA	136	1320	2
NA_vRNA	136	1016	3
NA_vRNA	136	1335	2
NA_vRNA	136	1309	1
NA_vRNA	424	1028	1
NA_vRNA	424	885	1
NA_vRNA	424	1035	1
NA_vRNA	424	857	2
NA_vRNA	424	1065	1
NA_vRNA	186	1186	321
NA_vRNA	186	1283	7
NA_vRNA	186	1289	39
NA_vRNA	186	1180	1
NA_vRNA	186	1254	3
NA_vRNA	186	1327	2
NA_vRNA	186	1226	2
NA_vRNA	186	1278	6
NA_vRNA	186	1042	3
NA_vRNA	186	1170	4
NA_vRNA	186	1035	1
NA_vRNA	120	1294	6700
NA_vRNA	120	1340	621
