HA_vRNA	94	158	0	0	1	7	0	44
HA_vRNA	129	1585	0	0	1	56	0	47
HA_vRNA	196	677	0	0	1	2	0	16
HA_vRNA	199	1638	0	0	1	13	0	46
HA_vRNA	213	631	0	0	1	1	0	21
HA_vRNA	232	1616	0	0	1	1	0	26
HA_vRNA	238	1672	0	0	1	24	0	48
HA_vRNA	249	1641	0	0	1	69	0	49
HA_vRNA	251	1360	0	0	1	34	0	42
HA_vRNA	267	1463	0	0	1	23	0	50
HA_vRNA	314	1566	0	0	1	13	0	49
HA_vRNA	328	1747	0	0	1	15	0	31
HA_vRNA	350	1394	0	0	1	2	0	18
HA_vRNA	360	1530	0	0	1	2	0	24
HA_vRNA	363	1538	0	0	1	5	0	45
HA_vRNA	370	1582	0	0	1	10	0	48
HA_vRNA	390	1463	0	0	1	2	0	30
HA_vRNA	414	1494	0	0	1	8	0	42
HA_vRNA	431	1464	0	0	1	51	0	49
HA_vRNA	465	1456	0	0	1	1	0	37
HA_vRNA	489	678	0	0	1	4	0	15
HA_vRNA	540	1648	0	0	1	11	0	48
HA_vRNA	651	1560	0	0	1	21	0	48
HA_vRNA	687	971	0	0	1	2	0	29
HA_vRNA	688	1381	0	0	1	3	0	22
HA_vRNA	711	974	0	0	1	25	0	50
HA_vRNA	751	1076	0	0	1	1	0	33
HA_vRNA	759	1518	0	0	1	2	0	46
HA_vRNA	763	971	0	0	1	16	0	50
HA_vRNA	809	851	0	0	1	3	0	16
HA_vRNA	1077	1589	0	0	1	2	0	47
HA_vRNA	1303	1529	0	0	1	1	0	27
HA_vRNA	1538	1677	0	0	1	7	0	20
HA_vRNA	1572	1685	0	0	1	1	0	7
HA_vRNA	1579	1677	0	0	1	15	0	48
HA_vRNA	1617	1645	0	0	1	3	0	18
M_vRNA	99	904	0	0	1	4	0	39
M_vRNA	162	964	0	0	1	2	0	37
M_vRNA	189	389	0	0	1	4	0	35
M_vRNA	195	395	0	0	1	79	0	50
M_vRNA	202	393	0	0	1	10	0	46
M_vRNA	217	395	0	0	1	36	0	49
M_vRNA	230	457	0	0	1	2	0	28
M_vRNA	269	367	0	0	1	2	0	22
M_vRNA	269	639	0	0	1	3	0	37
M_vRNA	274	674	0	0	1	13	0	32
M_vRNA	274	726	0	0	1	20	0	44
M_vRNA	289	976	2	2	1	3	0	49
M_vRNA	292	381	0	0	1	3	0	47
M_vRNA	303	1009	0	0	1	5	0	19
M_vRNA	376	516	0	0	1	1	0	5
M_vRNA	392	648	0	0	1	2	0	49
