HA_vRNA	94	158	0	0	1	14	0	38
HA_vRNA	129	1585	0	0	1	27	0	47
HA_vRNA	199	1638	0	0	1	2	0	23
HA_vRNA	213	631	0	0	1	1	0	48
HA_vRNA	232	1616	0	0	1	107	0	50
HA_vRNA	238	1672	0	0	1	5	0	47
HA_vRNA	249	1641	0	0	1	103	0	49
HA_vRNA	251	1360	0	0	1	6	0	16
HA_vRNA	267	1463	0	0	1	8	0	25
HA_vRNA	314	1566	0	0	1	4	0	34
HA_vRNA	328	1747	0	0	1	1	0	29
HA_vRNA	360	1530	0	0	1	1	0	27
HA_vRNA	363	1538	0	0	1	1	0	10
HA_vRNA	408	1543	0	0	1	1	0	37
HA_vRNA	431	1464	0	0	1	68	0	49
HA_vRNA	489	678	0	0	1	5	0	15
HA_vRNA	489	1518	0	0	1	1	0	38
HA_vRNA	540	1648	0	0	1	51	0	50
HA_vRNA	548	1689	0	0	1	1	0	4
HA_vRNA	651	1560	0	0	1	2	0	47
HA_vRNA	687	971	0	0	1	7	0	45
HA_vRNA	711	974	0	0	1	32	0	50
HA_vRNA	751	1076	0	0	1	1	0	49
HA_vRNA	759	1518	0	0	1	1	0	15
HA_vRNA	763	971	0	0	1	5	0	44
HA_vRNA	809	851	0	0	1	4	0	38
HA_vRNA	812	855	0	0	1	3	0	31
HA_vRNA	948	1448	0	0	1	1	0	31
HA_vRNA	1077	1589	0	0	1	1	0	26
HA_vRNA	1192	1560	0	0	1	2	0	47
HA_vRNA	1303	1529	0	0	1	1	0	44
HA_vRNA	1538	1677	0	0	1	5	0	47
HA_vRNA	1572	1685	0	0	1	2	0	46
HA_vRNA	1579	1677	0	0	1	11	0	48
HA_vRNA	1617	1645	0	0	1	1	0	39
M_vRNA	99	904	0	0	1	3	0	38
M_vRNA	162	964	0	0	1	2	0	47
M_vRNA	189	389	0	0	1	2	0	50
M_vRNA	195	395	0	0	1	20	0	42
M_vRNA	202	393	0	0	1	5	0	35
M_vRNA	217	395	0	0	1	14	0	36
M_vRNA	230	457	0	0	1	2	0	38
M_vRNA	269	367	0	0	1	11	0	50
M_vRNA	269	639	0	0	1	1	0	24
