"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
51805.6,38586.5,28.1596,4.09253,196.16,0.000526086
103530,56170,58.3417,64.7043,278.699,0.0014969
40045.3,32390.8,43.5885,21.8506,144.754,0.00604836
64423.6,42066.2,37.4271,7.45909,201.871,0.006812
89229.9,64437.8,18.0647,29.2451,313.303,0.0083523
113378,75812.6,48.0932,35.8477,340.949,0.00851021
78311.2,48156.2,49.3877,18.8137,222.319,0.0104029
85976.8,36660.9,30.5411,5.54476,185.081,0.0123792
72718.1,39510.1,49.4395,38.3568,256.517,0.0138045
48412.3,56047.9,11.8529,14.1925,265.569,0.0155503
74620.3,58711,110652,81.3164,411.162,0.0170234
77409.6,47144.7,28.1079,3.43244,180.787,0.0215966
83396.5,40046.4,20.6013,-3.04427,166.167,0.023097
87024.3,61534.1,19208,20.8603,289.269,0.0269774
89765.9,57694.8,48.145,25.5478,257.154,0.0283114
64528.4,43809.1,38.359,60.808,206.436,0.0316149
40439.8,24199.3,16.5117,2.77234,82.6443,0.034196
73312.7,42187.7,24.018,44.2994,209.003,0.0355434
103370,50743.9,28.6256,66.8835,245.681,0.0356746
75933.9,61783.7,87.3015,46.4125,326.686,0.0401639
67754.7,49162.4,54.7729,73.7546,279.475,0.0402955
61577.7,28356.3,33.4404,0.924106,148.495,0.0442223
62506.7,31482.5,24.5875,4.81864,152.882,0.0443387
54854,44548.5,39.5499,-4.72173,188.156,0.0467857
78255.4,47993.2,47.0059,29.3112,220.896,0.0487414
71822.3,54999.5,24.5875,11.0238,228.363,0.0550414
62741.6,38427.6,33.4922,-1.80171,170.04,0.0582434
89866.1,56272.8,33.2851,31.49,260.903,0.058706
62571.5,38198.5,62.9421,48.9877,225.59,0.0603218
99039,78506.4,38.4108,4.5546,338.994,0.0613913
76283.1,50439.4,31.1106,3.10239,223.955,0.0616759
63115.4,48615.9,81.8085,19.2099,269.172,0.0640282
123951,70182.7,86.9965,79.9482,331.374,0.0654837
103384,75714.3,53.0124,34.5272,275.102,0.0659537
52982.3,23849.3,29.5057,6.53493,115.035,0.0686951
62847.4,39587.2,38.8768,6.46892,261.327,0.0700037
125608,57513.5,33.2851,13.0042,332.773,0.070536
75064.2,34964.6,19.3588,27.1324,259.842,0.0734059
42969.4,31941.5,18.427,19.0118,120.961,0.0744094
62461.1,46101.4,23.5003,8.25124,175.774,0.0754639
