"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
125906,75198.4,76.1055,89.7148,396.989,0.00481289
80190.5,53305.5,42.2941,43.5071,221.963,0.00663611
52825.5,26480.5,36.9093,5.54476,143.602,0.00881786
114055,57340.4,8.64366,34.2631,263.873,0.00949839
62502,37896.2,72.0787,16.107,192.374,0.00987468
63681.6,54720.4,75.7488,50.1103,241.711,0.0106222
106362,55266.1,34.4241,31.622,275.666,0.0135923
53275.7,27061.8,32.1979,39.6773,166.454,0.0144869
65449,59849.1,69.2222,12.4761,230.566,0.0166787
41114.8,24677,30.7482,13.4664,153.097,0.0174079
70156.7,37788.2,23.345,5.54476,208.361,0.0178576
36483.6,47513.2,24.6392,23.6992,189.157,0.0195815
39425.1,38068.6,35.8221,-1.30469,227.794,0.0198009
111234,50248.8,65.8023,-4.84598,230.921,0.0200357
112735,69672.4,43.951,22.7749,264.579,0.0220141
25506.8,41291.9,21.5849,31.2259,200.943,0.0223794
90079.5,45185.5,11.2835,0.79209,150.653,0.0236467
106430,93440.3,64.4235,49.1198,358.594,0.0238111
55836.3,27135.3,32.7156,23.1711,172.478,0.0273312
73622,54989.3,33.0263,44.3655,193.946,0.0329235
71499.7,38128,48.5593,20.7283,216.626,0.0343284
76573.4,41548.4,26.4512,9.43947,195.089,0.0355267
87815.5,51781.1,50.4233,13.0042,281.238,0.0363535
79275.5,60497.9,23.9145,48.0633,250.57,0.0379318
81336.2,41810.9,256.4,69.327,223.457,0.038538
75778.4,63091.2,60.8469,25.6799,336.618,0.040007
85905.3,60982.9,88.7754,67.4118,364.789,0.0424667
33737.3,25496.5,-6.77125,8.25124,72.9395,0.0436539
59593,37556.7,34.0617,15.4468,176.92,0.0437589
72304,45507,50.1644,2.24427,265.569,0.0448306
30929.2,35051.8,63.3508,8.97738,200.515,0.0482451
92262.8,56061.7,65.1896,39.1491,230.708,0.0504671
74514.5,43658.7,61.0514,17.0312,255.81,0.0513789
51791,33405.5,40.7925,8.31725,154.607,0.0514813
101472,48055.2,55.0318,58.7609,302.914,0.0535479
32054.9,64766.2,93.7019,4.02652,265.004,0.0538523
62814.7,37042.1,45.815,69.393,293.211,0.0575946
76555.8,44559,28.522,12.7402,223.67,0.059979
61585.5,34379.9,43.1743,30.8297,186.869,0.0622121
70688.6,31936.9,28.5738,8.5813,134.886,0.0664222
40257.2,27508.7,61.4091,7.39308,144.97,0.0685792
52608.3,28142,35.5114,20.4642,162.436,0.0701504
32587,26736.6,37.2718,33.5368,143.674,0.0716258
68705.5,42791.7,32.7674,24.3594,194.874,0.0732329
84549.7,41930.3,19.8247,2.50831,178.281,0.073331
46344.4,29476.6,16.5635,3.96051,125.654,0.0738023
106565,59949.2,40.4301,68.9968,287.79,0.0743833
57121.8,44981.3,-1.41271,10.0996,221.038,0.0761476
