"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
107404,64915.8,67.1808,7.12903,361.588,0.0003443
74412.7,49286.5,39.7052,21.9827,206.579,0.00251444
96504.1,65300.7,47.1612,50.5725,295.462,0.00337531
89532.9,53913,38.7215,18.8137,253.686,0.00564743
112496,62943.2,71.5687,19.3419,309.514,0.00939741
131301,67295.3,49.6984,47.0067,339.273,0.0118381
30337.9,32582,38.9804,33.7348,171.689,0.0146377
29487.3,20228.9,14.907,7.06302,97.5183,0.0159827
63910.3,42125,16.3046,20.0021,222.888,0.0176712
53780.2,39068.1,52.2356,26.4721,150.725,0.0206728
78666.3,42880.2,9.88594,1.91423,205.866,0.0223292
115176,62618.9,31.3177,21.9827,278.065,0.0228757
79999.2,91640.5,91.9757,68.0722,367.571,0.0271756
99544,77353.5,94.2603,87.5675,327.876,0.0294007
35309.3,23712.2,8.95423,17.1633,119.227,0.0298803
75697.9,53473.3,48.3004,37.3003,253.615,0.0328929
80623.9,65044.7,62.329,61.7986,261.681,0.0349272
58217.6,28192.4,21.4296,25.8119,199.23,0.0349822
97263.6,50080.2,66.6703,43.243,306.987,0.0375981
88680.2,59137.1,29.5057,36.7061,286.945,0.0385969
83324.2,69214,53.323,24.5575,298.205,0.0467278
57089.9,30161.1,38.8768,21.5866,135.463,0.0577909
71431.9,47575,67.1297,18.4836,277.43,0.0631667
23261,40081.5,151.519,-6.33706,172.908,0.0659285
95451.8,44867.3,31.5766,22.973,216.127,0.0681186
43341.7,24011.5,37.8931,-6.52344,155.182,0.0687671
71505,37914.5,19.8247,20.4642,193.731,0.0697478
64534.5,36507.1,36.3398,28.981,172.979,0.0721804
110602,71531,17.547,53.6101,296.025,0.0729094
97831.7,57344.6,75.494,10.4297,263.519,0.0757189
59198.8,53107.4,39.6535,56.6477,207.506,0.0763193
83044.3,48521.8,8.43662,3.69647,205.01,0.0794832
77482.8,36924.7,42.2423,41.5922,177.063,0.0800118
77892.6,36573,32.1979,28.783,259.135,0.0800915
35656.2,39402.1,23.8627,13.7304,148.423,0.0806749
94244.5,55942.9,32.0943,9.63751,233.265,0.0816169
103532,71188.5,70.1405,19.606,334.381,0.0831963
90080.8,51103.3,47.9897,34.9233,229.287,0.0840658
69158.7,39460.3,24.018,1.6502,182.934,0.0867309
104589,68465.9,79.1615,16.041,361.449,0.0872569
54926.1,76962,81.4014,24.3594,363.119,0.0887813
49735,25077.4,0.0517557,6.79897,120.31,0.089566
48838.6,37452.6,41.2585,25.5478,183.363,0.0975562
56744.1,38053.4,37.8931,17.0973,141.442,0.0991923
54059,41101.2,26.2441,7.98719,172.764,0.102384
62581.6,30315.4,46.281,20.0021,128.901,0.104997
58634,55287.2,37.0129,10.2316,266.346,0.106947
67142.6,38032.2,25.0016,13.2023,147.92,0.108459
54430.9,44564.5,34.0617,42.3185,165.091,0.110553
83749.7,41394.1,20.6013,28.0567,182.934,0.11075
50387.4,33665.9,63.2486,41.5262,156.044,0.112025
85598.1,55376.4,31.5766,-23.7329,223.528,0.112172
74641.4,53268.7,51.5625,10.2316,212.78,0.116052
57164.3,40933.7,57.9326,65.2326,210.357,0.117344
79000,37873,61.2047,-8.32515,182.505,0.11742
76803.5,41062.9,34.7348,51.431,235.182,0.118976
98076.3,66683.3,31.4731,18.6817,322.765,0.119501
50008.1,27397.1,35.6667,0.858098,142.45,0.122359
106332,69427.6,77.4809,39.1491,431.638,0.123493
98767.4,43830.7,92.8896,46.7426,210.571,0.1266
133726,68585.9,61.8691,71.7705,371.395,0.127184
88888.8,46518.7,20.653,0.858098,227.083,0.129458
82562.5,37677.9,28.0561,14.9847,167.315,0.129639
65506.7,49320,34.8901,3.23441,238.802,0.129768
91572.3,49473.2,46.6434,37.1683,216.412,0.132588
107140,61199.8,31.6284,52.2894,367.432,0.133584
70255,39561.9,36.8058,0.396044,173.983,0.136384
54983.3,38872.2,10.093,14.1265,166.454,0.142893
60375.8,38132.5,34.1653,12.8722,151.156,0.148359
67939,44070.7,48.0932,13.2023,256.022,0.15201
70670.9,43145.5,19.3588,7.26106,182.648,0.155134
132748,78422.4,61.818,42.5166,303.827,0.161629
64484,45129.6,44.7276,15.5129,243.058,0.166621
22326.4,21609.1,1.55269,36.1118,64.2616,0.167285
47239,38665.9,40.5337,36.7061,180.071,0.169496
60499.1,27615.8,38.5662,34.2631,143.242,0.175179
105426,53046,34.4241,23.105,307.479,0.175714
61441.6,41698.1,40.3783,33.8669,221.892,0.179045
47830.9,26372.7,30.0752,5.21471,118.215,0.184719
45830.2,24897.9,102.932,19.3419,113.589,0.187409
32120.6,23499.7,17.2364,-15.2214,93.676,0.189027
78214.1,51906.4,53.4784,44.4315,256.163,0.189732
48494.7,32034.9,33.1298,18.3516,156.259,0.191559
45301.6,35925.4,66.4661,8.91137,182.934,0.201282
60014.9,48778.8,37.7895,-0.807664,186.511,0.201916
107163,54158.4,25.5193,44.0353,247.028,0.204497
44148.6,21895.2,68.865,37.4324,123.271,0.204763
85429.9,42491.7,45.0383,0.198022,172.048,0.206028
41697.2,24664.3,26.3994,-0.745536,118.432,0.206916
70928.9,41093.2,33.6475,35.8477,203.227,0.207982
41031.4,37621.8,19.2035,41.262,154.104,0.208677
59596.2,31081.2,30.2305,12.9382,158.774,0.21045
88346.2,47279.6,50.1644,11.1558,175.487,0.210549
107016,70007.8,46.0739,9.63751,342.974,0.212139
78284.5,39243.4,36.6505,-4.84598,228.647,0.214174
59804.7,33395.6,11.4388,11.6839,131.714,0.216317
34891.5,46979.4,70.4466,46.7426,212.21,0.216601
111606,58381.8,65.0874,64.4401,269.242,0.218576
41102.2,26183.7,28.1079,19.2759,119.805,0.220528
100131,71752.5,70.0385,71.2422,387.429,0.221297
86602.7,39541.2,58.5463,32.0842,202.727,0.221853
127674,69559.5,14.2858,21.2565,295.11,0.223723
68755.6,37631.9,40.8443,-3.29278,176.848,0.230448
