"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
122218,92107.2,111.638,47.1388,448.959,0.000566637
72198.8,43816.8,34.4759,49.516,228.86,0.00147443
119688,53772.9,58.3417,23.8973,290.677,0.00574683
60603.6,50374.6,38.4108,40.7338,300.735,0.00747833
85759.9,43945.4,11.6459,5.74279,176.347,0.00932286
76915.4,39259.1,19.0482,3.82849,265.71,0.0153118
33309.9,22299.1,22.9308,13.5324,93.3134,0.0172972
63429,35404.2,76.8697,54.6666,202.442,0.0181572
94633.9,47854.4,40.4301,-1.05618,210.856,0.0199091
100335,73590.9,82.928,71.4403,276.513,0.0326751
53488.1,25486.4,25.6229,-2.05022,116.264,0.0338058
43213.3,23448.6,43.6403,15.1168,150.653,0.0392637
55323.8,39395.4,31.3177,35.7156,176.49,0.0407267
45304.2,33354.8,36.9611,31.8201,174.126,0.0409486
29222.8,27944.2,11.1282,3.76248,126.592,0.0480322
49651.3,43168.8,39.8088,20.8603,155.613,0.0584233
27382.8,19964.3,15.0623,23.105,84.2421,0.0594668
76147.7,38635.9,31.1624,-2.05022,226.586,0.0883781
59800.8,41718.9,50.0091,4.88465,170.972,0.0892607
77564.8,33053.2,1.91498,3.8945,205.438,0.0907907
55172.3,30692.5,34.1135,27.0003,122.116,0.105841
50824.1,36511.7,27.5384,-6.83408,145.833,0.111134
62820.6,39493.7,8.12605,14.5226,108.309,0.112702
67676.4,42925.2,43.6403,19.1438,259.277,0.116253
89277.6,52378.2,11.1282,16.5691,223.742,0.120062
41198.8,24840.3,6.15916,14.6546,133.228,0.12429
90087.1,58993,32.2496,56.7798,250.995,0.125008
92879.3,31657.5,22.9308,-14.8486,180.572,0.13072
94618.5,41103.6,21.6366,33.8669,170.829,0.13276
84440.4,43246.2,52.3392,16.3051,191.659,0.139594
53480.7,29736.9,108.248,31.1598,126.953,0.141044
71153.2,62201,13.6646,62.8552,236.602,0.141186
72823.2,36418.7,33.9582,19.4739,227.723,0.14392
100681,46429.7,104.046,2.17826,289.058,0.144942
51196.3,24864.8,23.7074,35.3855,168.391,0.145429
117644,86803.8,79.3143,47.601,318.562,0.145889
54629.3,28009.1,22.4649,42.4506,122.838,0.152521
66981.7,47227.3,46.4363,62.591,304.529,0.154229
53552.9,47916.8,30.5929,0.660075,190.015,0.15929
76306.1,40733.1,69.5283,35.7817,181.574,0.169107
64682.7,64801,52.9088,15.5789,239.37,0.172457
78429.1,37488.9,18.9965,23.5672,202.656,0.175265
64015.5,44321.8,39.9641,50.9687,201.015,0.177257
92015.2,39264.1,19.7212,-9.44346,138.993,0.181565
111763,60899.3,43.5367,7.78915,341.857,0.182364
83608.8,58655.5,45.5043,20.7283,260.762,0.182846
112952,76633.5,212.682,45.7521,2382.07,0.184219
85351.4,39037.1,15.3211,14.4566,224.737,0.186063
74442.6,77163.4,61.1025,47.7331,321.575,0.189903
116466,71343,138.515,62.8552,369.935,0.192515
53568.9,47755.9,71.1097,24.9536,236.318,0.192685
99505.5,85224.7,43.951,62.0627,367.293,0.193768
81756.9,38299.5,36.5469,32.2162,228.15,0.194756
83808.2,46577.4,46.6952,3.23441,252.553,0.198178
43476.7,25971.2,31.4731,-4.28683,124.643,0.199481
97555.8,72485.1,24.1733,25.0197,320.664,0.201004
48576.3,44381.5,55.9121,19.4079,216.91,0.20219
111465,61681.5,46.6952,5.21471,262.035,0.204799
90557.5,45052.8,91.9757,139.992,348.418,0.204949
57956.6,58294,66.6703,15.3808,314.145,0.210893
70866.6,42441.4,43.951,29.1131,232.058,0.215509
66849.5,35781.4,89.2835,3.10239,186.869,0.215581
74491.1,45480.4,21.2225,26.7362,209.146,0.218156
44290.1,25948,64.781,13.6644,110.841,0.218438
73020.6,67664,68.2016,27.7266,282.084,0.219655
72262.2,39506.4,30.8,5.28072,189.157,0.220709
73748.1,39238.7,69.0691,4.09253,185.939,0.221611
95078.3,71280.3,40.3783,57.7703,305.021,0.2253
51658.8,44787.3,24.3804,11.816,193.231,0.225433
85999.4,48073.4,53.5819,22.2468,298.486,0.231934
56503.9,56947,55.7568,13.7964,226.301,0.232034
63709.2,27926.3,24.2251,9.24143,136.976,0.239598
83563.7,40943.6,51.2,38.3568,217.195,0.242612
60183.7,38998.4,11.5423,23.9633,190.229,0.243638
70016.1,49384,79.2634,19.2099,270.09,0.243827
62263.9,47832.9,26.6065,28.1227,195.446,0.244331
69771.9,32229,18.4788,-8.44941,177.994,0.246651
82958.4,47582.7,29.0915,32.8105,195.946,0.261306
45705.6,31540.5,42.0352,41.8563,142.018,0.274128
53253.9,38148.9,16.8223,-12.9848,128.179,0.276734
103823,55291.3,76.1564,24.4915,309.163,0.279305
60985.8,36327.5,18.7894,22.4448,168.965,0.282309
47979.9,27550,24.4839,37.8285,92.5881,0.28433
90984.5,59066.1,46.4881,21.9167,300.243,0.298076
101369,60011.9,23.6038,33.9329,301.157,0.298681
61904.1,74913.4,37.1164,43.1769,298.978,0.305787
53950.2,40399.4,32.8709,13.5324,167.459,0.306319
45817.5,31595.4,45.349,3.56446,213.777,0.307427
79386.5,30029.8,12.3705,13.0042,188.728,0.307904
50446.4,38688.3,32.7156,37.9606,165.306,0.318035
108669,44407.5,68.865,64.9024,287.368,0.327508
49078.5,27632.6,26.6583,4.48859,89.9765,0.353877
48779.1,38462.2,50.5787,23.4351,218.904,0.356638
49566.6,69339,26.9689,2.57432,283.634,0.360218
97350.8,38841,33.1298,20.2662,241.852,0.365011
32285.2,51256.7,48.2486,-11.8664,242.845,0.369703
57493.9,25651.5,41.7245,2.50831,136.976,0.370376
57591.8,23051.4,9.9377,14.7867,117.854,0.372053
88506.8,61014.4,27.2795,21.6526,236.957,0.37663
60661.3,21463,25.2087,-0.372768,115.324,0.380022
54791.1,40335.4,46.281,54.8647,244.547,0.381115
68241.6,27126.2,7.60844,6.73296,112.866,0.385717
48691.2,23534.1,16.7188,35.3855,130.416,0.387579
64005.8,34778.8,33.0263,16.3711,193.803,0.390696
61992.4,63311.2,48.4557,31.2919,253.19,0.390931
81140.5,54571.4,20.4977,24.6895,295.251,0.393657
75280.2,54096.1,52.391,71.9025,264.862,0.398118
79469.5,53437.4,16.9776,6.07285,268.607,0.400008
48964.6,21369.7,16.2529,-2.36086,110.045,0.401953
70260.2,68524.3,34.683,-2.85789,317.37,0.404791
36194.3,20599.8,72.3846,22.907,123.849,0.409045
79299.8,52519.7,-0.633282,22.0487,207.149,0.411176
32246.9,19272.9,22.6202,-4.97024,95.0537,0.411399
61314.1,47036.7,27.3313,11.948,200.515,0.414427
64219,45165.3,43.5367,-13.2954,251.987,0.416405
93419.5,63035.5,2.63958,-31.1883,316.879,0.427027
102480,57519.1,61.0003,58.2986,251.42,0.438686
65884.7,42005.5,32.7156,19.1438,174.556,0.441537
30808.5,30274.5,18.3235,34.065,155.972,0.445411
78792.8,77883.3,44.5205,56.3175,424.545,0.445643
60742.3,40720.7,18.6859,32.3483,188.943,0.447058
120971,64959.1,386.411,76.3632,278.276,0.449161
60767.7,38667,45.349,89.1943,202.014,0.451127
66496.1,51276,18.5306,23.3691,254.889,0.45258
70074.2,42997.5,51.3554,49.2519,207.221,0.455592
19884.5,22981.8,9.47184,9.5715,232.271,0.457156
49489.9,35427.2,33.9582,9.83555,152.594,0.462088
31274.3,23413.8,33.8546,28.3208,124.282,0.464691
77173.7,44497.1,20.9119,8.71333,211.925,0.481933
34626.7,36869.6,221.035,32.3483,243.129,0.49074
63086.2,42620.6,32.6638,4.5546,198.231,0.509339
51216.5,24597.6,15.0623,17.2293,91.5001,0.509567
37239.5,48282.4,80.9433,35.0554,243.909,0.514827
99192.4,58455.6,21.5849,41.064,256.093,0.52335
104384,60231.3,33.4922,17.0312,265.852,0.527436
61885.5,32427.1,45.0383,4.68662,143.026,0.535034
90782,71429.5,45.4007,31.2919,297.501,0.544485
76040.9,39370.1,55.8085,40.3376,189.086,0.546902
83562.5,51334.4,34.5795,32.9425,212.851,0.550081
32371.6,17946.3,20.3424,23.8313,118.143,0.561395
34463,30098.4,31.4213,33.2727,152.954,0.567006
60476.5,39440.4,13.5093,29.5092,142.234,0.569569
66271.2,32248.5,36.0809,83.4008,145.401,0.572936
125408,75970.3,58.9042,44.7617,339.133,0.578507
95824.7,63047,69.3242,38.6869,268.112,0.584706
120274,69791,68.865,53.8082,370.144,0.58802
59752.9,31165.4,35.0972,27.9247,129.694,0.592624
26371.4,33359.8,29.6092,10.2316,159.707,0.593916
79344,61154.5,33.1298,34.2631,258.357,0.595079
65379.2,39866.6,78.6014,32.5464,305.372,0.600294
90887,50814.4,35.2525,54.9308,280.321,0.600702
66357.7,51019.6,46.3328,32.2162,211.355,0.60725
85361.4,43010.2,41.8281,18.3516,254.394,0.61112
66241.5,45003.8,17.3917,-2.54725,130.776,0.611641
55311.7,34842.6,4.3476,6.79897,205.153,0.611949
63689.9,41885.3,46.1256,32.2162,201.3,0.612471
81028.8,49375.9,100.195,48.9877,257.791,0.618796
46642.7,51771.1,35.7185,14.1925,228.079,0.620174
42524.5,62291.2,77.8375,17.7574,313.934,0.621831
62685.4,33860.4,62.7377,-2.54725,161.79,0.62456
104602,53432.5,23.0861,7.98719,231.063,0.626774
51777.3,45945,46.4881,8.38326,203.227,0.628057
106104,69784.5,34.2688,41.6582,287.227,0.631137
98971.5,41480.7,59.4667,40.7998,242.774,0.632812
65556,25877,64.066,-2.6715,165.306,0.63393
48843.7,58877.4,66.5682,58.4307,291.029,0.637437
53414.2,45209.2,9.57537,2.04625,240.008,0.64229
37554.7,18159.9,57.5691,35.1874,94.0385,0.64672
127018,77430.9,50.3198,90.8207,369.866,0.648068
45207.1,24435.7,31.1106,-2.73363,171.689,0.651734
96562.4,52207.8,58.9042,37.1683,222.034,0.655455
75824.9,55598.1,53.4266,15.1828,237.738,0.663107
59062.7,32265.3,21.326,44.2994,197.731,0.669031
100057,50551.4,29.5575,8.91137,213.421,0.683328
71480.8,36463.9,44.7276,-2.23661,207.078,0.68736
83134.1,56795.9,42.3976,12.8722,298.697,0.68847
112170,50617.7,21.7402,14.9187,270.867,0.69346
66452.2,55547.1,39.8088,39.6113,256.093,0.695523
59294.2,48524.2,25.4158,-14.4758,195.16,0.697718
85575.8,67742.3,36.9611,45.488,326.546,0.698461
80763.5,63035.6,24.4321,10.8918,260.408,0.699747
66425.1,37745,47.9897,15.3148,234.827,0.700112
61522.7,26846.4,31.1106,50.1763,178.567,0.700448
45455.5,39615.1,19.9283,41.5922,174.341,0.708681
85386.8,49739.6,51.3036,63.3174,230.992,0.709851
46035.8,39014,17.9611,31.622,144.394,0.71227
85273.8,52234.4,36.9611,29.3772,231.489,0.714851
46249.8,19971.3,12.267,24.0953,134.886,0.723459
95534.6,55693.7,149.413,7.19504,285.889,0.724258
62699.7,30870.6,67.9974,1.51818,171.761,0.725896
86556.9,58313,126.079,35.3855,271.996,0.727153
69841.7,52520.6,61.0514,44.5636,238.731,0.729071
119503,42711.5,26.3994,35.7156,304.88,0.731115
31481,33650.1,70.8036,5.54476,193.445,0.734133
53799.5,65960.8,37.0647,17.1633,310.848,0.735768
52409.1,31446.8,6.41796,42.5826,104.69,0.738681
57107.8,30871,35.5632,11.948,149.358,0.740847
60607.1,54221.9,89.6392,14.3906,201.586,0.741308
107773,70372.7,-3.06898,31.0278,331.514,0.747147
29333.8,38509.2,12.5776,4.29056,121.827,0.752667
107500,41658.3,23.2415,-4.34896,235.679,0.758625
48396.9,20517.7,38.7215,9.30744,109.177,0.761955
57670.2,38318.2,24.5357,30.4996,213.065,0.762892
83469.4,54582.7,46.6434,4.5546,210.927,0.765889
104172,69725,78.7542,49.9122,367.641,0.767121
59829.8,31849.6,17.1329,18.4836,211.284,0.775916
66444.4,36878.8,56.5335,22.4448,220.327,0.779503
74594.5,41393.2,68118.5,10.1656,681.62,0.78091
112928,53306,46.8505,23.8313,244.76,0.78282
52065.9,38026.9,21.5331,7.12903,240.788,0.783036
76608.7,38284.2,33.6993,42.5826,189.729,0.78338
35173.3,26754.3,12.2153,-0.434896,115.035,0.783654
94351.1,77845.8,35.0454,43.7712,318.842,0.787767
63771.3,53526.3,38.9804,3.10239,203.441,0.788769
80897.6,52686.9,47.8861,-3.41704,266.699,0.792725
107751,39257.8,36.7022,5.54476,227.439,0.794014
37014.4,32735,37.3235,0.990114,150.293,0.794828
90015.9,60048.6,27.9008,77.4063,307.408,0.795029
99742.1,63039.6,31.266,28.981,293.914,0.798536
29490.4,30612.7,26.037,0.726083,132.074,0.799789
43510.5,35512,25.1052,9.83555,124.427,0.801907
29495.3,19840.1,32.7156,23.039,136.616,0.803212
47753.1,26204.5,92.128,1.45217,114.529,0.805917
80367.9,26055.8,44.2098,48.0633,164.23,0.807738
53146.4,22031.7,26.8136,10.0996,103.386,0.818268
62764.1,36140.3,85.1661,24.9536,104.255,0.818288
126562,58535.9,43579.7,79.8179,409.504,0.819783
101025,72508.2,36.3398,52.3554,365.624,0.819988
117435,90966.9,73.8121,36.8381,424.682,0.821434
61145.3,36659.8,55.3425,18.0875,216.839,0.821886
111555,51194.8,47.7308,31.1598,226.159,0.822073
96394.7,53491,12.8882,55.261,293.14,0.824116
79621.1,60461.5,57.4138,18.6817,261.257,0.824171
125664,65150,115.732,95.1773,503.62,0.825213
42925.7,50323.4,18.7376,3.82849,233.691,0.827744
87597.4,67955,62.2268,50.2423,315.898,0.82806
73329.9,59261.4,62.4823,58.2986,267.477,0.828161
86175.1,59835.8,61.9202,9.43947,277.289,0.830654
75067.2,44175.1,55.3943,48.7896,145.041,0.841303
22739.5,26755.7,49.7502,24.3594,171.187,0.844469
70145.2,41007.2,40.1712,67.8741,210.999,0.854153
47372.7,29286.2,31.8872,14.3246,145.113,0.867719
51185.6,77393.2,42.4494,16.239,317.02,0.878547
93478.2,59912.3,27.3313,15.5129,271.078,0.880517
86833.1,49030,42.7601,31.1598,209.573,0.884661
73312.6,59160.7,36.9611,47.3369,311.409,0.886743
82128.1,43053.2,18.1682,40.2716,194.303,0.888401
57660.5,37051.3,31.7319,20.6623,155.253,0.907535
88020.1,34676.7,43.3296,27.9907,170.972,0.910765
30064.6,43563.8,36.5469,23.039,229.145,0.922497
90332.3,36327.7,57.3102,3.43244,235.892,0.924685
111313,59240.2,31.0071,26.142,276.795,0.928932
72936.9,31680.7,30.8,35.1214,148.351,0.932594
